class,period,tranDur,radE,earthFlux,eqTemp,effTemp,radS
1,0.0205736113,0.11222,0.0038599999999999,0.048482,0.1197,0.544,0.4524
1,0.03098367,0.1963,0.0247118,0.00328067,0.1185,0.054,0.118
0,0.007863361238,0.0342771,0.0226999999999999,0.029486,0.1056999999999999,0.5615,0.1399999999999999
1,0.00530873978,0.03018,0.00108,0.0279209999999999,0.1042,0.5914,0.0955
0,0.00133258458,0.03222,0.00125,0.2873719999999999,0.1868,0.6384,0.1086
1,0.053829728,0.1382,0.035038,0.0007372199999999,0.0816,0.05134,0.076
1,0.0083613732,0.03649,0.00079,0.009331,0.0793,0.547,0.0777
1,0.031968838,0.37533697,0.149685779,0.01843132991,0.1671124929,0.064699999999999,0.159715
0,0.00101884975,0.03233,0.00047,0.2238639999999999,0.1754,0.6068,0.0829
0,0.05525178622,0.06094,0.02732,0.000915,0.0444,0.5793,0.0832
1,0.035524144,0.2784,0.0852936,0.0101552999999999,0.1572,0.06843,0.182
1,1.392632286,1.55650549,0.018388146,2.3286226e-05,0.03150609123,0.0537301,0.090717
0,0.00233211505,0.0296723,0.14022,0.153005,0.1594,0.6384,0.1094
1,0.013847905,0.2657,0.119783,0.0269115999999999,0.2006,0.05596,0.182
1,0.045697688,0.3369,0.171535,0.0020488399999999,0.1054,0.049759999999999,0.1699999999999999
1,0.445351255,0.06516,0.00366,0.000443,0.037,0.7202,0.1755
0,0.0183980827,0.0443799999999999,0.00126,0.005231,0.0686,0.5605,0.1014999999999999
1,0.015732848,0.24285285,0.147247524,0.0156363736599999,0.1603813112,0.054,0.109539
1,0.0016037058,0.09067,0.00154,0.913809,0.2492,0.64,0.2512
1,0.099783319,0.42281711,0.020515332,0.003009646623,0.1062303533999999,0.060735,0.1471309999999999
1,0.01172291212,0.042064,0.00208,0.0081459999999999,0.0766,0.555,0.0953
0,0.03623909,0.2656801199999999,0.069347137,4.6168393e-05,0.03738573643,0.035139999999999,0.0414101
1,0.00579529495,0.0227199999999999,0.00105,0.001923,0.0534,0.3757,0.0539
0,0.28894276,0.1143,0.00105,0.0001159999999999,0.0265,0.5786,0.0827
0,0.00704716175,0.02693,0.0011,0.01051,0.0817,0.5496,0.0776
0,0.42522927,0.0676,0.0014,6e-06,0.0125,0.3803,0.0492
0,0.000514771509,0.01256,0.00057,0.474921,0.2113,0.573,0.087
1,0.009017685,0.0635,0.0477441,0.00446986,0.128,0.05828,0.136
1,0.042186625,0.32580998,0.136976778,0.003117091966,0.1071660327,0.054258999999999,0.10068901
1,0.056605693,0.16631704,0.024070872,9.9407408e-05,0.0452870922599999,0.03551,0.0374358
1,0.03334884,0.2559,0.105691,0.00394819,0.1241,0.05771,0.093
0,0.0876905,0.3504,0.210089,0.00538251,0.1341,0.059068,0.159
0,0.00420601251,0.0682,0.00082,0.023982,0.1004,0.5514,0.079
1,0.0190054097999999,0.01843,0.02847,0.007819,0.0758,0.6347,0.1036
1,0.053333965,0.5577,0.133147,0.00871955,0.1513,0.058408,0.253
0,0.011894812,0.3047,0.0944872,0.0901512999999999,0.2714,0.0655,0.15
1,0.03408833,0.3162999999999999,0.1426319999999999,0.0069565,0.143,0.06134,0.111
1,0.017622537,0.08779711,0.025235818,0.004685415425,0.1186606643,0.04965,0.0784108999999999
0,0.005748815953,0.019216,0.02694,0.009629,0.0799,0.4961,0.0753
0,0.000914468919,0.0269499999999999,0.03684,0.2978159999999999,0.1883999999999999,0.5762,0.0989
0,0.35081029,0.1128999999999999,0.0028599999999999,0.000151,0.0281999999999999,0.5841,0.1226
0,0.000637487312,0.0196259999999999,0.00175,0.705367,0.2334,0.6173,0.1083
1,0.0154130812,0.066358,0.00259,0.018739,0.0944,0.6206,0.1573
1,0.261442304,0.2367999999999999,0.0819739,0.000358503,0.0681,0.057209999999999,0.108
1,0.026282606,0.12408211,0.028331017,0.0027416297689999,0.1037819798,0.0482099999999999,0.0817034
1,0.00196134311,0.11856,0.04153,0.519702,0.2166999999999999,0.6221,0.2198
1,0.248366994,0.4793,0.0857154,0.000400666,0.07,0.063339999999999,0.089
1,0.0600326999999999,0.3947,0.0759354,0.00271529,0.113,0.05527,0.106
0,0.0124262888999999,0.18764,0.00123,0.013183,0.0864,0.6246,0.1092
0,0.1590584599999999,0.1008,0.00154,0.000473,0.0376,0.6365,0.1032999999999999
1,0.111684037,0.5354,0.1277,0.00312155,0.1171,0.05981,0.122
1,0.768663962,0.67753035,0.019249103,5.1039406e-05,0.03833506039,0.0548202,0.0877042
1,0.0136471211,0.08331,0.00125,0.016406,0.0913,0.5771,0.1382
0,0.000905672916,0.01,0.00076,0.109604,0.1467999999999999,0.4949,0.0741
0,0.00374782314,0.05133,0.0255899999999999,0.058352,0.1253,0.6161,0.1052999999999999
0,0.00129019586,0.03741,0.00078,0.129344,0.153,0.5693,0.0842
1,0.002580006,0.05351356,0.062776081,2.381259359,0.563405944,0.09035,0.2086869999999999
1,0.47422897,0.1305,0.002,6e-05,0.0225,0.5818,0.0925
0,0.36191436,0.0868,0.00184,0.000184,0.0296999999999999,0.6247,0.1147
1,0.0005767320889999,0.01856,0.00043,0.131633,0.1537,0.4524,0.0717
1,0.02481097206,0.0322449999999999,0.00422,0.003743,0.0631,0.6086,0.0921
1,0.00713044117,0.02566,0.0011799999999999,0.090879,0.1399999999999999,0.6312,0.2073999999999999
0,0.0010874910099999,0.0161919999999999,0.00491,2.1388700000000003,0.3081,0.5988,0.3204
1,0.0217382559999999,0.2081,0.173093,0.0215942,0.1899,0.07588,0.3279999999999999
0,0.00158826263,0.0265499999999999,0.00047,0.0130669999999999,0.0862,0.3931,0.0544
0,0.06636099916,0.200614,0.06142,0.000733,0.0419999999999999,0.5583,0.0857
0,0.00157017249,0.02257,0.00082,0.0543059999999999,0.1232,0.53,0.066
1,0.276879492,0.03779,0.01167,0.000108,0.026,0.5324,0.0965999999999999
0,0.01373808249,0.03354,0.0038399999999999,0.016352,0.0912,0.6375,0.1177999999999999
1,0.000843379985,0.014474,0.0017,0.132999,0.1541,0.4818,0.0856
