class,period,tranDur,tranDep,radE,earthFlux,eqTemp,effTemp,radS
0,19.23003819,7.04412,2.66E+05,186.53,1361,810.65,7703,2.916
0,21.12000574,2.05573,1.31E+04,31.2,880,141.75,6195,1.598
0,0.82206761,3.8281,2.62E+04,91.21,2941,17747.85,6531,1.921
1,4.74701479,2.464,3.62E+03,13333.5,1640,1708.72,6531,1.921
1,1.96682825,1.645,2.14E+02,1.18,1283,638.54,5595,0.796
0,45.03558951,9.8341,4.05E+05,82.4,600,30.66,6484,1.153
1,4.237447181,0.3792,3.50E+02,2.26,1172,446.38,5993,0.993
1,4.0953585,44.35,2.27E+02,7.76,1680,1884.15,6839,1.7
1,0.92623983,1.267,4.11E+02,1.16,1208,504.34,4494,0.591
0,3.10197712,7.083,1.25E+02,2.64,2246,6009.05,8709,1.797
0,2.618414643,4.99923,2.01E+05,109.33,2582,10502.8,8143,2.361
0,2.61844178,3.203,4.51E+01,2.16,2033,4044.74,5088,3.293
0,19.40795816,6.09676,1.42E+05,44.96,633,37.92,5702,0.799
0,0.933747375,5.974,1.99E+02,8.93,2003,3820.18,6224,1.024
0,37.9102139,3.11152,1.03E+05,29.45,358,3.89,4623,0.56
0,3.74785307,3.444,1.46E+02,9.04,2440,8389.62,4929,7.7
0,3.747835042,5.28519,1.89E+05,141.7,2697,12482.82,8529,3.065
0,0.94754848,1.7347,1.13E+04,224.79,622,35.37,3246,0.2
0,1.75643185,2.397,5.16E+01,0.58,1366,821.36,5696,0.812
0,1.756466865,4.7781,1.88E+05,87.4,1831,2652.65,5726,1.465
0,33.15947581,9.01353,2.22E+05,146.47,1068,307.53,7967,2.379
0,46.14869106,19.092,3.50E+05,114.2,647,41.46,5383,1.935
0,60.2976774,14.2561,3.16E+05,63.57,481,12.63,5995,0.977
1,0.875197345,0.052,0.00E+00,0.73,2518,9497.39,5855,1.796
1,13.2298203,3.566,1.58E+02,1.5,856,126.84,6049,1.176
1,3.71840884,3.611,7.72E+01,0.84,1184,464.19,5982,0.96
0,1.703347524,3.3039,5.04E+05,47.62,1202,495.27,5325,0.648
0,1.70332915,1.663,9.85E+01,0.86,1420,965.03,5749,0.864
0,20.413812,5.806,4.96E+02,16.5,586,27.84,5514,0.826
1,5.32737192,2.226,1.08E+02,0.7,782,88.33,4905,0.679
0,67.41958542,7.645,1.82E+05,49.46,470,11.48,6071,0.962
0,7.363572395,5.7545,1.30E+05,82.22,1287,649.25,6793,1.508
1,5.90260586,1.832,3.38E+02,1.26,759,78.58,4960,0.707
0,33.69320154,7.44219,5.09E+05,68.86,518,17.07,5427,0.899
1,22.80265,19.34,5.31E+01,2.36,1045,281.59,5011,3.324
0,1.120997701,11.243,1.46E+02,66.58,3992,60096.61,6720,4.845
0,1.874967748,10.0159,3.15E+04,378.99,4440,91765.97,4588,18.328
1,29.9315174,2.53,3.53E+02,1.58,517,16.9,5551,0.809
1,0.602277579,2.38,3.46E+01,0.78,2699,12545.82,6510,1.228
0,2.40440112,5.49,2.71E+01,0.42,1172,447.52,5433,0.769
0,21.926779,10.05,1.99E+02,1.26,618,34.52,5853,0.868
0,25.70600117,10.969,4.65E+05,67.11,579,26.55,5642,0.903
1,27.2173855,3.268,1.56E+02,1.34,667,46.8,6263,1.019
0,501.90703,12.43,3.07E+02,1.83,254,0.99,6316,1.036
1,6.27651592,1.973,1.66E+02,0.65,532,18.89,3914,0.515
0,3.115304946,4.88748,1.50E+05,61.66,1404,918.39,6367,1.087
1,16.214474,4.149,1.62E+02,3.53,1256,587.82,6801,2.637
0,12.422524,13.55,3.39E+01,0.86,1107,354.37,7225,1.414
0,12.4269264,21.826,1.27E+02,1.66,906,159.5,5349,1.505
0,12.4261809,29.09,9.22E+01,1.88,976,214.85,5948,1.432
0,0.61810542,6.666,1.23E+04,39.52,1994,3735.52,5371,0.949
0,1.06995136,1.322,5.48E+01,0.9,1991,3730.45,5869,1.221
0,2.158398259,8.1633,9.30E+04,101.02,1829,2649.52,5210,1.946
0,359.534371,24.205,5.73E+03,64333.8,491,13.7,5087,5.899
1,0.9951412,5.588,1.02E+02,0.22,509,15.69,3325,0.109
0,534.86668,8.19,5.65E+02,4.3,328,2.74,6668,1.791
1,43.535891,4.712,5.77E+02,1.86,444,9.19,5481,0.778
0,1.39797542,9.06,4.32E+01,0.49,1316,709.8,5074,0.761
0,2.2127498,3.054,2.27E+01,0.68,1801,2494.14,6195,1.405
0,0.776976021,1.95401,2.12E+04,48.15,2083,4459.03,5999,1.042
0,2.25353739,5.74622,1.83E+05,96.65,2056,4215.56,6951,1.662
0,17.99646148,4.65638,6.28E+04,114.45,1004,240.38,5684,2.249
0,1.386249249,2.99104,4.72E+04,78.6,2137,4939.8,6226,1.594
0,0.53482911,0.996,7.04E+02,0.54,753,75.82,3229,0.201
0,0.566799833,5.543,1.98E+02,1.27,1900,3084.6,5488,0.789
0,0.566795728,2.79,1.89E+01,0.64,2755,13656.59,6130,1.393
0,14.66575978,3.65814,3.37E+05,67.17,712,60.89,5385,1.002
0,0.566780836,4.937,6.09E+01,0.75,2204,5608.62,5949,0.962
1,4.7368156,2.84,3.53E+01,0.6,1137,395.05,6088,1.011
0,15.44605962,4.5963,3.31E+05,52.93,701,57.04,5838,0.897
0,1.790518325,3.34624,6.15E+04,32.19,1850,2761.65,6586,1.219
1,40.7698541,2.997,2.40E+02,1.87,585,27.73,5884,1.21
1,129.222771,7.272,4.45E+02,2.01,288,1.63,4934,0.809
0,1.03905082,3.035,4.38E+01,0.87,2297,6581.45,6558,1.28
0,0.503201954,0.167,4.30E+01,2.99,3550,37526.28,6157,2.306
0,7.140373046,7.07032,2.05E+05,61.56,1132,388.56,5945,1.333
0,53.64708486,19.9499,2.19E+05,142.04,753,75.91,5261,2.943
0,2.496328637,2.73115,2.05E+04,112.28,2317,6804.42,6757,2.615
0,16.31328124,4.45731,7.16E+04,30.85,747,73.51,6008,1.006
0,1.721313779,3.54768,5.35E+05,83.69,1627,1658.35,5960,1.073
1,5.01880305,1.823,9.87E+01,1.08,1178,455.98,6220,1.083
0,1.50650745,2.622,2.78E+01,1.13,2498,9242.43,6839,2.02
0,8.209514329,4.14104,1.41E+05,149.52,1371,834.79,6258,2.111
0,3.431126546,2.7986,4.02E+04,47.48,1251,580.05,5815,0.969
0,1.583334941,4.4854,1.77E+05,52,1548,1362.14,5846,0.953
0,8.429438192,3.94306,4.56E+05,49.49,582,27.16,4268,0.68
1,299.70688,15.39,2.31E+02,1.15,237,0.75,5606,0.76
1,14.461834,7.156,8.02E+01,1.05,785,89.86,5457,1.196
0,7.9320191,8.18,1.25E+02,1.04,811,102.05,5219,0.905
0,1.374249107,5.3181,1.37E+05,96.85,2725,13078.76,7053,2.121
0,8.4804737,6.157,3.37E+02,1.85,930,176.51,6092,0.998
0,4.994773558,4.48893,2.60E+05,62.69,1264,604.21,6253,1.181
0,1.105094098,4.38191,7.31E+05,267.59,3771,47811.67,8011,2.927
0,0.8170226,2.974,1.68E+05,57.56,1947,3416.07,5780,1
1,4.48538145,2.297,1.68E+02,0.96,962,202.75,5654,0.737
0,19.40669392,5.27765,4.65E+05,57.97,597,30.05,5622,0.778
0,7.143708297,5.83451,2.03E+05,44.78,943,187,5655,0.992
0,0.952377862,4.0869,2.12E+03,28.44,1713,2023.36,5662,0.863
0,3.521050679,3.5323,4.88E+03,256.2,2434,8306.9,5149,6.619
1,4.84847245,0.874,5.55E+02,1.51,667,46.85,4137,0.647
0,1.941635737,2.46683,6.98E+04,59.71,1728,2109.03,6525,1.161
0,0.539445498,2.2821,2.53E+04,68.65,2959,18153.51,6486,1.456
0,20.7106853,42.737,1.00E+03,89.55,1246,570.64,6956,2.888
0,2.521245368,4.24027,4.18E+05,56.59,1241,560.57,5605,0.854
0,2.52122764,2.249,1.27E+02,0.91,1177,453.48,5546,0.81
0,2.5212708,2.706,1.63E+02,0.81,1003,238.81,5110,0.637
0,8.202869679,7.29811,3.46E+05,110.46,1190,474.09,6060,1.643
1,11.8436119,6.044,1.99E+02,1.41,830,111.98,6077,0.999
0,3.442714533,3.36034,6.00E+04,47.02,1157,423.13,5819,0.861
0,475.91706,22.86,9.67E+02,28.22,221,0.56,5334,1.004
0,0.858285844,1.799,4.34E+01,0.9,2274,6321.2,5945,1.346
1,4.88446644,2.057,2.21E+02,0.84,579,26.5,3883,0.517
1,8.9772888,4.72,9.75E+01,1.79,1113,362.75,5597,1.699
1,3.03359398,4.026,9.56E+01,1.55,1529,1294.06,5557,1.616
1,21.9139549,3.271,5.84E+02,10.39,303,2.01,3638,0.42
0,6.238315363,2.501,8.29E+01,0.7,746,73.27,4914,0.724
1,9.3888216,4.154,1.93E+02,20.91,963,202.91,5846,1.24
0,2.115510941,7.2877,4.15E+05,191.42,2701,12609.03,7563,2.638
0,1.015044104,10.994,1.58E+02,1.98,1979,3627.61,5910,1.124
0,3.711013336,3.31024,2.50E+04,55.69,1436,1003.75,6338,1.247
0,2.97606298,4.124,7.22E+01,5.65,2615,11065.06,5321,6.669
0,2.97586085,4.513,1.06E+02,0.85,1135,392.05,5481,0.835
0,14.65801395,3.03316,1.30E+05,121.59,855,126.35,5146,1.626
0,18.83948744,5.62797,1.83E+05,45.2,734,68.54,6208,1.024
0,0.555973803,1.271,7.53E+01,1.9,3049,20544.64,5445,2.117
0,4.426344495,5.84235,2.76E+05,78.3,1316,709.74,6228,1.226
0,0.957823876,3.7232,1.05E+05,110.91,2649,11612.14,5908,2.033
0,5.024768971,3.82433,5.30E+04,42.15,1159,425.9,6322,0.989
0,30.96021667,15.4308,3.40E+05,62.08,527,18.3,5291,0.926
0,2.470283788,7.8391,1.94E+05,157.82,2657,11792.22,7823,2.675
0,1.23516416,4.713,6.46E+01,0.92,1866,2861.14,6249,1.076
0,1.23513471,5.44,4.28E+01,0.7,1743,2172.96,5930,0.997
0,0.8903331,2.643,1.34E+02,20.96,5714,251387.46,4981,18.374
0,20.00024281,5.0042,1.31E+04,21.57,746,73.09,6373,1.047
0,10.21712165,4.35647,2.05E+05,81.1,994,230.53,5931,1.349
0,0.618060842,1.892,2.51E+01,0.51,1854,2791.09,5339,0.793
0,0.759764419,5.72501,3.93E+05,138.54,2715,12833.03,5807,1.909
1,2.6528082,2.297,1.53E+02,1.17,1280,633.57,5778,0.935
0,21.53926924,5.32432,1.44E+05,53,674,48.89,6136,0.933
0,5.270733213,2.7822,2.94E+05,37.93,693,54.59,4348,0.678
1,2.43135542,1.401,1.24E+02,1.07,1422,965.4,6231,0.955
0,12.4232158,17.67,2.62E+02,1.3,685,51.91,5497,0.809
0,4.3206933,50.68,1.48E+02,1.66,1205,499.09,6225,1.031
0,16.48679636,7.06797,4.89E+04,46.92,1053,290.46,6020,2.097
0,5.7768734,5.762,7.10E+01,3.13,1399,905,5473,2.162
0,20.14880771,8.52557,5.27E+05,68.52,631,37.55,5547,0.918
0,0.687772143,2.56725,4.04E+04,46.27,2097,4569.67,5885,0.933
0,0.843651274,2.80468,3.05E+05,39.98,1553,1371.12,5220,0.695
0,1.142946648,3.40234,4.13E+05,43.5,1293,660.96,5058,0.608
0,7.217010987,4.4215,7.87E+04,89.71,1096,341.36,6047,1.211
0,9.72869627,5.628,2.52E+02,42.47,1126,379.75,6881,1.351
0,0.566791802,2.2,4.93E+01,0.66,2040,4113.39,5691,0.887
0,2.245738777,8.61629,4.83E+05,99.05,1737,2156.25,6508,1.312
0,2.24572117,3.88,4.82E+01,0.74,1479,1131.64,6158,1.026
0,0.566801906,1.626,8.97E+01,0.55,1344,774.11,4208,0.583
0,2.316171991,4.03025,2.51E+05,49.53,1288,651.03,5932,0.795
1,12.54474243,1.24,2.63E+02,1.88,840,117.9,5767,1.159
0,0.566810701,6.19,2.00E+02,1.49,1921,3220.92,5593,0.752
0,0.566813319,3.752,1.29E+02,23.19,2313,6742.52,6108,1.03
0,28.78725751,13.953,4.96E+04,91.26,971,210.02,5154,3.981
0,0.835315046,2.45449,1.69E+04,30.54,1490,1160.98,5009,0.69
1,3.07551068,1.683,4.61E+01,0.84,1389,879.95,5763,1.242
0,26.0164225,4.1768,4.11E+04,61.04,755,76.63,6287,1.28
1,6.29340543,3.024,9.64E+01,1.08,1072,312.61,6214,1.076
0,593.19521,25.65,2.27E+02,1.63,234,0.71,6103,1.03
0,0.706430188,1.301,5.08E+01,0.41,1473,1116.9,5037,0.568
1,7.7021729,3.987,7.46E+01,0.85,888,147.24,5618,0.969
0,0.78430061,2.952,2.55E+02,1.14,1566,1416.91,5176,0.681
0,2.665875491,7.59461,1.61E+05,67.43,1502,1199.89,6234,1.159
0,2.6658312,5.771,4.08E+01,0.99,1663,1807.48,6276,1.353
0,1.5765874,15.18,2.92E+01,15.68,2946,17781.51,6742,3.138
1,2.52557582,2.32,3.54E+01,0.62,1364,818.81,5821,1.036
1,8.2927558,4.784,1.03E+02,1.01,927,174.36,6146,0.943
1,22.786522,2.197,2.28E+02,1.45,661,45.26,6146,0.943
0,28.02789136,17.3269,2.43E+05,31.3,440,8.86,5231,0.544
0,2.028512246,5.00309,1.22E+05,50.28,1542,1333.24,6105,1.025
0,1.33256167,3.743,5.95E+01,0.63,1326,727.84,4895,0.828
0,1.332567821,3.4844,3.10E+01,0.96,2395,7802.17,6600,1.681
0,1.332545609,3.997,2.78E+02,28.37,5080,157611.61,5154,16.486
0,1.33256256,3.088,1.75E+02,16.03,4529,99175.88,4601,12.581
0,1.33258981,3.987,7.84E+01,0.67,1369,832.33,5309,0.763
0,1.33258375,4.081,6.09E+01,0.84,1727,2096.92,6108,0.997
0,8.9648813,61.23,4.55E+02,28.97,1040,276.3,6543,1.159
1,1.284241817,1.965,1.67E+02,1.18,1623,1643.57,5849,0.919
0,2.161583501,4.0537,5.02E+04,29.61,1646,1741.01,5888,1.219
1,8.7396758,3.866,1.43E+03,3.29,577,26.17,4406,0.628
0,0.535493486,2.57,5.40E+01,1.42,3181,24045.87,6328,1.864
1,15.9474242,1.127,1.92E+02,1.21,670,47.65,5472,0.877
0,24.26168383,7.1617,1.92E+05,58.48,659,44.55,6151,0.983
0,32.5325215,13.3991,8.35E+04,24.35,535,19.39,5845,0.838
1,50.0122,3.426,2.10E+02,1.2,432,8.23,5357,0.814
0,4.627775175,3.4079,5.68E+03,32.62,1039,275.68,5845,0.874
0,28.7850347,2.102,1.03E+02,2.5,993,229.66,6581,2.42
1,5.60682001,2.714,1.51E+02,1.04,942,186.43,5699,0.853
0,6.096030635,18.4531,9.02E+05,406.97,1925,3246.2,7598,2.692
0,31.95303877,8.0461,1.77E+04,47.96,864,131.55,5524,2.734
0,5.9371708,4.954,1.57E+02,1.17,945,188.41,5475,0.923
0,0.577844035,4.291,3.20E+02,18.93,1980,3647.63,5693,0.816
0,2.630090609,13.6817,5.17E+05,83.5,1551,1371.02,6315,1.108
0,43.20459678,15.0402,2.02E+05,43.15,519,17.15,6003,0.932
0,1.75147897,7.89,7.67E+01,1.8,2340,7086.5,6823,2.037
1,3.17796408,0.542,4.77E+01,0.74,1034,270.25,5061,0.841
1,3.66520844,3.308,6.58E+01,0.82,1168,439.57,5579,1.029
1,3.05293416,2.155,2.28E+02,1.18,1047,284.82,5311,0.788
1,12.834857,2.092,2.94E+02,1.73,755,76.96,5492,1.016
1,36.2530992,4.73,1.52E+02,1.43,582,27.17,6002,1.081
1,4.02321842,2.162,8.12E+01,0.48,747,73.5,4671,0.528
1,7.5017934,4.271,1.35E+02,1.32,1046,283.25,6321,1.125
1,0.912351255,1.072,1.12E+02,1.46,1840,2705.58,5481,1.036
1,12.4701111,3.616,8.97E+01,2.06,1074,313.87,5623,2.109
0,3.495457889,6.9796,1.15E+05,84.49,2051,4186.71,8529,1.558
1,5.8229815,2.8,2.82E+02,1.36,914,165.12,5704,0.804
0,4.01668015,2.2828,3.80E+04,22.11,1016,252.13,5448,0.794
0,1.89134156,5.891,6.84E+01,0.99,1673,1856.23,6387,1.105
0,2.881100027,9.43866,6.63E+05,446.29,2946,17809.19,8104,3.369
0,0.806277023,7.275,7.08E+01,0.89,2046,4119.09,6122,0.996
0,0.513482156,2.732,9.16E+01,0.83,2072,4335.56,5495,0.882
0,225.66716,16.6,3.43E+02,1.94,331,2.82,6363,1.035
0,4.24748886,3.053,1.21E+02,1.01,1079,319.94,5807,0.922
0,1.000012952,1.221,3.60E+01,2.12,2858,15781.19,5176,3.605
0,0.878803439,2.74503,4.11E+05,51.97,1347,775.9,4524,0.737
0,1.560158562,3.4248,2.40E+05,45.91,1223,530.79,4926,0.749
0,34.18830271,3.01179,1.18E+05,74.5,660,44.91,5757,1.345
0,8.65303996,1.091,4.97E+02,1.88,764,80.51,5301,0.84
0,8.65311903,1.273,2.07E+02,0.85,493,13.95,3929,0.55
0,12.4253812,19.781,1.15E+02,1.14,823,108.46,5925,1.066
0,12.42555999,28.083,2.96E+03,4.72,599,30.49,4922,0.704
0,12.4257442,29.122,9.36E+02,8.43,1551,1369.63,8691,2.193
0,12.4254241,24.98,3.79E+02,2.17,755,76.9,5853,0.895
0,2.991884392,7.5583,1.24E+05,40.11,1486,1154.88,6596,1.094
0,1.795273026,7.3232,1.25E+05,55.26,1642,1714.88,6363,1.012
0,0.755109271,2.619,2.32E+01,0.47,1961,3494.52,5606,0.962
0,0.755101141,3.371,7.67E+01,0.19,680,50.92,3256,0.207
0,1.75251585,3.489,1.26E+02,1.02,1447,1035.27,5952,0.844
0,1.752450163,3.0255,5.55E+01,0.79,1552,1372.36,5779,0.99
0,8.27923132,2.355,1.65E+02,1.08,815,104.49,5631,0.847
0,2.212877035,4.66961,3.76E+05,69.18,1507,1221.98,6153,1
0,0.845097627,1.873,8.65E+01,0.78,1584,1496.92,5252,0.783
0,17.44564047,6.08966,3.34E+05,63.46,682,51.15,5759,0.945
0,14.31315739,8.90236,2.16E+04,34.98,1144,404.48,5750,2.379
0,0.676990194,1.69459,2.05E+04,37.5,1919,3192.15,5813,0.816
0,0.515875396,1.21,1.77E+03,7.22,3189,24441.1,7229,1.38
0,2.83401711,5.938,8.42E+01,0.93,1381,859.57,6247,1.002
0,0.566803996,3.399,1.42E+02,0.64,1350,786.1,4373,0.544
0,0.566799927,4.71,1.45E+02,0.77,1649,1738.27,5092,0.645
0,0.566786121,3.404,8.18E+01,0.79,1984,3678.65,5603,0.846
0,0.56679797,4.503,7.26E+01,0.65,1799,2467.38,5230,0.777
0,0.566802891,1.861,4.92E+01,1.29,3111,22107.66,6487,1.748
1,0.576732089,1.856,3.54E+01,0.43,1537,1316.33,4524,0.717
0,1.01884975,3.233,3.09E+01,0.47,1754,2238.64,6068,0.829
1,10.9279755,2.486,7.15E+01,0.81,834,114.42,6045,0.955
0,32.4403392,4.50984,2.88E+05,44.56,448,9.52,5081,0.696
0,0.552141897,4.985,1.06E+02,10.04,2206,5602.43,5952,0.904
0,2.62387291,4.61248,2.32E+05,74.23,1790,2430.91,6728,1.46
0,0.75509861,2.6423,6.03E+04,60.74,2359,7285.15,6038,1.213
0,3.671661096,4.29947,1.29E+05,105.82,1967,3539.43,7343,1.94
0,22.67314568,6.6324,6.54E+04,30.92,684,51.67,5619,1.153
0,0.50948306,3.14,7.46E+01,1.22,3024,19778.63,6344,1.39
0,17.32996587,8.43812,2.53E+05,42.58,548,21.34,5079,0.683
0,1.890227354,3.855,1.12E+05,42.05,1236,551.66,5356,0.78
0,1.387206724,3.82527,1.51E+05,103.41,2619,11126.98,7207,1.894
0,1.38718209,2.595,4.55E+01,0.68,1707,2011.41,6122,0.996
0,35.02656485,2.90121,1.20E+05,34.88,489,13.56,5546,0.81
1,7.918267,3.478,8.37E+01,0.93,953,195.36,5966,1.016
0,3.138580493,4.16343,2.33E+05,59.24,1281,635.61,5593,1.083
0,581.0723,15.81,1.36E+03,161858,639,39.36,5026,16.891
1,10.2170589,2.259,1.21E+02,1.17,929,176.34,6211,1.054
0,3.50474265,8.2852,8.86E+04,200.24,2689,12355.55,7624,3.682
0,2.14344093,3.9741,1.33E+05,28.69,1033,269.48,4817,0.7
0,9.058487716,4.14334,1.28E+05,20.51,547,21.15,4340,0.573
0,2.856085147,4.5776,1.74E+05,88.52,1739,2164,6604,1.526
0,0.876941133,1.296,7.35E+01,0.85,1938,3332.14,6018,0.975
0,39.23814157,6.07183,4.39E+05,90.93,656,43.69,6599,1.234
0,53.7406575,47.2475,1.17E+05,25.44,398,5.93,5288,0.737
0,7.436016459,4.16284,1.07E+05,31.39,968,207.61,6214,0.933
0,0.750737313,1.712,3.88E+01,0.48,1603,1558.69,5151,0.761
1,27.5837778,1.516,2.03E+02,11.03,1330,739.57,5092,7.913
0,14.36102158,13.2895,4.60E+05,45.9,594,29.44,5229,0.668
0,2.570431263,5.49699,7.68E+04,50.18,1411,936.9,6244,0.971
0,6.64024496,6.03491,2.24E+05,74.4,1114,364.44,6085,1.215
0,14.84424039,6.83577,8.34E+04,28.97,810,101.98,6161,0.988
0,4.42158021,10.4532,6.10E+04,188.89,2565,10243.23,8026,3.461
0,25.32169873,4.45367,1.20E+05,56.62,655,43.39,6109,1.029
1,3.14735789,3.643,5.18E+01,3.45,2209,5635.4,5189,4.93
0,37.87848359,10.5972,2.22E+05,46.42,503,15.19,5985,0.758
0,10.11614452,2.70314,5.81E+04,17.21,549,21.56,4717,0.519
0,0.684496369,2.263,2.84E+01,1.12,2913,17099.5,5800,2.053
0,1.953285321,1.67598,1.52E+03,151.56,2927,17363.68,6450,3.928
0,1.012174295,4.6617,3.23E+05,114.4,2737,13215.77,6987,1.716
1,2.61090223,1.976,2.23E+02,1.8,1323,724.16,5514,1.071
1,17.6637979,6.194,6.79E+01,2.98,1178,455.65,5734,3.405
1,4.02664625,3.771,3.00E+01,0.68,1318,715.51,6187,1.238
1,5.1777226,8.275,4.17E+01,0.63,1050,287.44,5854,0.979
1,9.48814747,1.163,4.79E+01,0.73,856,126.75,5680,1.016
1,5.06993245,3.241,9.36E+01,0.92,1053,291.11,5957,0.937
0,346.36642,14.94,1.48E+02,1.57,314,2.3,6327,1.259
0,0.892061734,2.24307,7.56E+04,46.75,1724,2090.54,5561,0.855
0,3.471399214,5.07707,9.23E+04,89.62,1558,1390.76,6026,1.689
0,4.176929219,5.2003,7.04E+04,31.35,938,183.08,5462,0.708
1,8.1770751,4.608,4.43E+01,0.83,1115,365.09,6501,1.209
1,569.45051,9.63,4.25E+02,1.96,225,0.61,6117,0.947
0,0.823014905,3.5426,8.51E+02,22.17,1482,1136.75,4975,0.724
0,0.796815149,1.0727,5.59E+01,10.23,5480,212663.45,4897,13.499
0,26.95123768,8.27486,8.67E+04,146.33,1082,324.38,6675,2.747
0,18.11208877,6.7828,1.17E+05,96.62,1068,307.27,7323,1.722
1,4.84505985,2.078,2.98E+02,1.54,723,64.57,4337,0.714
0,4.408295716,3.62479,3.80E+04,35.68,942,186.23,5496,0.743
0,8.665259912,3.1088,1.84E+03,82.42,1378,852.84,6071,2.389
0,4.726086185,4.39793,1.82E+05,41.38,1032,267.96,5873,0.863
0,8.643550046,3.1273,6.73E+04,38.21,779,87.16,5679,0.747
1,623.70774,6.688,2.51E+02,1.81,258,1.05,6626,1.132
0,1.51945182,2.95,1.37E+01,0.5,1901,3080.82,6168,1.307
0,0.759755409,2.734,7.00E+01,0.91,2121,4773.08,6090,1.071
0,5.082523739,5.04732,2.76E+05,61.88,1266,606.33,6507,1.145
0,1.02547271,1.996,2.70E+01,0.94,2657,11800.82,6862,1.712
0,1.025465924,3.71841,1.53E+05,106.84,2710,12744.17,6700,1.883
0,74.98529295,6.23451,1.05E+05,49.22,425,7.69,5955,0.91
0,25.76205672,14.8694,4.48E+05,74.87,604,31.48,5539,1.027
1,2.70581614,6.56,4.69E+01,0.69,1356,799.75,5992,0.961
0,1.195516859,6.17216,5.14E+05,75.54,1715,2045.19,5780,1
0,1.995728294,6.43532,2.52E+05,45.2,1409,928.82,5807,0.861
0,10.76839193,12.5252,1.07E+05,52.8,970,209.25,5226,1.643
1,3.84615171,2.24,1.37E+02,1.14,1199,487.47,6106,0.966
0,0.733724504,2.208,4.59E+01,0.96,2601,10830.96,6175,1.405
1,1.28940823,3.652,3.21E+01,2.48,3112,22119.66,5826,4.189
1,498.27269,8.92,5.34E+02,2.12,214,0.5,5618,0.932
0,5.08840787,4.77204,3.87E+05,55.3,937,181.75,5618,0.791
0,18.52782408,5.88678,7.62E+04,64.66,1080,322.19,6154,2.321
0,12.15524112,6.84353,8.55E+04,34.62,788,91.2,5761,0.932
1,11.0495766,2.13,1.03E+02,0.83,738,70.24,5533,0.819
1,4.48559215,0.8161,2.27E+03,0.95,365,4.2,3236,0.193
0,0.566789763,4.008,2.54E+01,0.4,1984,3662.84,5799,0.758
0,0.566811926,4.181,8.26E+01,0.91,2293,6584.06,6165,0.942
0,2.525386934,3.71613,1.25E+05,67.24,1701,1982.55,6826,1.233
0,0.566801506,1.738,2.95E+01,0.62,2557,10156.53,6398,1.111
0,0.566803738,1.8481,1.01E+02,1.13,2450,8516.13,6300,1.057
0,1.69421771,4.161,9.11E+01,0.74,1274,621.89,5402,0.717
1,13.8086331,3.613,2.07E+02,1.09,659,44.5,5515,0.761
1,4.25907841,4.513,2.81E+01,0.7,1253,583.12,5560,1.316
0,2.739477089,3.18229,3.21E+04,50.48,1475,1120.19,6469,1.056
0,1.307761491,2.22271,1.39E+04,29.17,1298,671.75,5112,0.673
0,4.028671454,8.12253,1.14E+05,52.42,1492,1169.87,6327,1.528
0,2.30118753,7.8216,8.75E+04,140.23,2783,14194.09,7970,2.652
0,0.449249224,4.7565,4.19E+05,95.83,2941,17801.78,6338,1.299
0,0.687004402,3.829,9.37E+01,2.89,3535,36888.8,6240,2.803
0,0.91839938,4.479,1.52E+02,1,1558,1389.28,5222,0.795
1,64.1983721,0.934,2.48E+02,1.74,506,15.49,6088,1.077
0,0.94356284,5.721,1.34E+01,0.76,3176,23945.42,7693,1.984
0,2.243569483,4.14769,6.63E+04,21.11,1364,817.05,6081,0.801
0,8.258181993,3.9122,3.12E+05,58.19,809,101.33,5306,0.888
1,82.78482,7.52,1.90E+02,2.16,501,14.88,5749,1.48
0,1.81139053,8.64,7.75E+01,14.47,1466,1092.69,5941,0.911
1,2.4376438,1.587,2.71E+01,0.79,1686,1909.13,5927,1.53
1,0.721522907,1.4521,2.25E+04,11.04,1475,1115.99,4893,0.625
0,7.09520543,3.69044,2.33E+05,50.23,813,103.28,5481,0.778
0,0.651731691,2.4602,2.05E+04,71.9,2604,10815.86,5791,1.472
0,0.50818743,3.433,5.49E+01,1.26,3274,27312.92,7141,1.56
1,19.1644498,3.553,6.38E+01,1.83,988,225.26,5877,2.234
0,40.06967462,9.3564,4.19E+04,27.38,588,28.2,5911,1.207
0,55.884827,2.283,4.98E+02,2.11,438,8.7,5668,0.868
0,3.75938475,1.188,1.33E+02,3.1,1677,1868.97,4976,2.638
0,10.6840477,3.515,8.19E+04,26.43,444,9.21,3887,0.523
0,10.67459836,3.82706,1.67E+04,68.58,1083,325.55,6496,1.485
0,2.305097141,1.9378,5.88E+03,89.22,2753,13581.41,8851,2.178
0,0.974477904,2.69834,8.85E+03,618.37,5205,172916.96,5210,15.004
0,18.52591745,5.9056,4.56E+05,64.42,618,34.58,5492,0.887
1,4.15736472,2.217,2.01E+02,1.09,931,178.03,5183,0.782
0,0.502454299,2.31547,3.75E+04,43.95,2336,7025.25,6134,0.901
0,27.30815016,4.43906,3.88E+05,47.06,523,17.75,5541,0.739
0,1.262742487,1.7433,1.59E+04,134.45,2548,9925.41,5273,3.15
0,1.222127938,2.2613,2.49E+03,30.32,1470,1107.41,5157,0.87
0,8.627475562,4.65505,3.68E+04,188.55,1446,1031.92,5146,4.063
0,0.589753355,0.606,2.16E+02,1.03,1760,2262.14,5414,0.678
