class,period,tranDur,tranDep,radE,earthFlux,eqTemp,radS,st_rad
1,743.4843888,3.8041623,5535.460409,5.4510788,360.5530878,3.9939064,5342,0.697666
0,22.1536777,7.5893785,4469.319877,12.6297905,855.3874599,126.5238849,6123,1.6267
1,692.5150646,2.6383141,1810.281162,2.2782015,165.7679643,0.1784528,3614,0.531248
1,2.0844882,1.5541575,609.0046533,1.881105,983.115793,220.7698145,4443.39,0.713304
1,0.8409429,1.1780506,549.3465906,1.6732084,1088.330334,331.5613798,3830,0.608498
1,23.5422422,3.2390849,1411.971726,2.3109407,358.4266471,3.9005169,3830,0.608498
1,14.0063765,1.971,300,2.26316,583,19.2603,5899,1.33
0,1.2253159,3.435758,6006.517507,2.3820012,743.1116558,72.0671413,3725,0.297644
1,1.1759834,0.9928338,14881.47961,7.7193559,768.6592267,82.500462,3054,0.512881
1,1.9737719,2.1771701,32350.43739,14.2783974,1029.982477,265.9747113,4664.23,0.697971
1,30.3599812,6.0823745,19347.59906,11.2141216,452.3403225,9.8942349,4815,0.795118
1,13.4755461,2.2763948,1090.093441,1.5718719,382.427399,5.0549516,3710,0.469524
1,10.7155521,2.727777,424.299807,1.4160391,509.258495,15.8954977,4207,0.623617
1,0.768988,0.512,870,2.01326,807,70.4453,3734,0.54
1,27.9815639,4.901,722,2.85252,803,69.3133,5905,1.16
1,10.4834062,3.2981777,1767.884184,3.5119412,541.6077626,20.3357654,4271,0.677846
1,1.6255124,2.6590029,10095.36145,11.2971803,1513.128613,1238.866122,5483.74,1.04426
1,8.6239097,2.6192964,675.1210806,2.9176946,842.4208274,119.024779,5917,0.878735
1,88.495683,6.9510849,2838.575657,5.1574303,209.1701491,0.4523971,5509.61,0.939951
1,17.5288347,2.1115133,1131.507568,2.8950078,572.8570065,25.4510626,5164,0.829519
1,0.9167992,1.3578155,39.0383592,0.6115871,1792.045066,2437.343331,5659,0.973028
1,22.3428773,6.700128,5934.920012,11.3355032,804.6793626,99.086036,6184,1.42864
1,31.0343214,12.0587354,1572.189109,10.1577688,614.6639792,33.7343273,5234,2.56935
1,31.5786847,2.1295055,2119.325668,4.8743389,581.4317504,27.0094647,5696,1.05178
1,5.3909915,1.954,570,2.22182,861,91.5265,5405,0.87
1,3.2903136,1.7465253,15334.21814,7.5296069,629.3977311,37.0869991,3579,0.567309
1,13.1187746,4.5278413,333.0027831,2.9857871,1181.100572,459.9054123,7800,1.57458
1,17.8335899,3.642,289,2.16267,782,62.1044,6304,1.43
1,25.9213509,2.1208392,589.3171527,1.9119702,488.4956168,13.4574783,5011,0.786678
0,27.9102929,10.6336018,18279.51765,19.2884326,694.8640749,55.0960466,6327,1.39013
1,8.8849511,1.9958507,16966.96587,12.6838437,794.7680813,94.2936984,5160,0.977054
1,7.8344688,3.1260803,2017.362877,3.7973353,683.7010001,51.6399559,4837,0.731146
1,3.0051929,1.8111648,737.8355831,2.1434355,940.9761542,185.282957,4837,0.731146
0,5.5460893,2.2804171,1956.621535,8.8601851,1588.546302,1504.944602,6963.86,1.88937
1,3.7705865,3.9149764,12789.73686,15.822462,1388.680983,878.8827779,5897,1.38188
1,4.1194175,2.057,722,2.68492,1087,232.099,5598,0.98
1,4.6663795,2.526,6900,13.2255,1438,711.568,7712,1.57
1,8.2003748,2.168,1521,15.9053,1337,530.919,6011,1.76
1,2.7694936,1.031,712,1.27326,602,21.8758,3807,0.47
1,5.7060868,0.863,821,1.89602,593,20.536,3807,0.47
0,0.5168347,0.936413,33190.70691,6.597837,841.7881825,118.6676385,3274,0.273
1,82.6901439,7.5240298,6529.576513,6.8236925,344.1684282,3.3159282,5073,0.831915
1,482.8191,10.8504687,6928.144617,6.9087752,672.6687765,48.3867084,5073,0.831915
1,2.7875233,1.7384121,8077.672613,15.2099907,1554.252671,1379.137256,6408.3,1.27487
1,3.9813082,3.1,464,2.36323,1561,986.754,6011.9,1.16
1,7.2455997,2.734,1106,14.2395,1637,1192.46,6169.1,2.68
1,2.2251639,1.545,284,1.50436,1203,348.601,5509,0.92
0,3.1442556,1.81,2095,4.69096,1425,685.022,5691,1
1,11.1684037,5.354,9660,12.77,1171,312.155,5981,1.22
1,5.5109534,2.411,520,3.08109,1121,262.935,6404,1.31
1,2.3494903,2.014,9053,14.6551,1690,1355.37,7418.5,1.51
1,2.6921752,3.246,9194,16.0682,2242,4194.73,7461.4,1.68
1,10.9245478,1.8716477,653.537141,1.9015018,621.4224577,35.242668,4884,0.74413
0,3.1129681,2.308,585,1.5002,977,151.507,4104,0.69
1,5.2289874,3.386,320,2.3513,1342,538.64,6213,1.28
1,4.1137862,5.235,5739,15.0368,2080,3108.45,6327,1.88
1,13.8338893,1.4260598,8899.362156,10.4349704,556.929421,22.7363971,4225.95,0.876814
1,5.3193755,6.6913995,6537.083982,19.6684639,1698.93077,1968.900323,6350,2.3693399
1,1.5538188,0.923936,3449.951918,1.2643202,525.2017443,17.9814886,3244,0.192729
1,3.4878754,2.8827447,18093.48421,16.8851071,1314.867476,706.3971426,5752.44,1.22041
1,3.7998536,1.8114914,25455.08499,13.2670623,782.6461795,88.67126,4133.4,0.759375
1,3.4732399,4.3731099,10338.21928,16.6589645,1767.116887,2304.52864,7406.97,1.56373
1,4.1074291,3.0844055,900.9217753,3.971632,1171.704836,445.4447971,5205,1.30055
1,1.3887494,1.38,3301,15.9057,2945,12503.9,7825,2.08
1,4.5195089,3.1628648,17738.86254,14.3049176,1127.880753,382.449189,5887,1.0321
1,3.2588316,2.2220346,22743.23375,12.8714868,1047.387918,284.4141772,5387.06,0.817114
1,2.7908285,2.2599869,10049.69388,16.7559488,1705.340322,1998.781152,6635.91,1.4707
1,2.191342,1.8100691,1062.791258,2.301946,1007.717817,243.7119088,4384.23,0.720126
1,17.4756122,2.895,790,2.65592,620,24.581,5387.2,0.84
0,23.1438551,5.7659467,6955.873894,13.2171669,625.6148603,36.2033889,5356,1.06356
1,6.32668,2.0310601,520.8002154,2.2901554,953.9690748,195.7303563,5673,0.975383
1,714.6970956,5.6919436,457.0864505,2.491011,221.0985478,0.5647608,6324,1.12577
0,2.53405,1.944,4070,26.5362,2162,3632.83,6497.8,1.65
1,721.5622191,4.5933413,2177.931991,4.5521238,195.7514704,0.3470093,6294,0.968886
1,33.6356252,3.884357,724.0198395,2.3945586,497.9403065,14.5288129,5614,0.821642
1,63.1448519,4.9925509,1697.01881,2.8828549,295.9907568,1.8139846,4152,0.702045
1,271.938639,11.1292466,483.1688883,3.5295923,268.5690786,1.2295467,5490.04,1.5819
0,0.8706763,1.007,1861,6.52133,1729,1486.34,6121,1.47
0,49.1077047,2.9402319,28125.14521,12.3506372,340.1414927,3.1634389,4358,0.72245
0,42.8289152,2.3248526,85688.82045,8.539416,186.9161969,0.2884754,3090,0.289034
1,14.3540583,2.5122529,1053.071967,2.8052104,635.2583194,38.4877433,5142.48,0.86465
1,10.2829583,3.5348916,865.1246457,2.7186716,779.8300521,87.4018996,5700,0.894563
1,3.990679,2.7900392,670.2495772,2.7025526,1207.450421,502.3405437,6153,1.02672
1,13.0780555,4.4541336,932.1214968,3.3632641,812.9001083,103.1976309,6153,1.02672
0,0.8185672,0.9809687,44712.18116,4.1552603,5028.054542,151050.0669,31000,0.18
1,2.6857229,2.2391182,632.8097747,2.8622325,1378.856466,854.2741042,5978,1.06715
1,22.0933922,5.4095076,2633.600911,9.7603293,950.1073168,192.5802083,6798.4,1.75449
1,3.6022377,1.032552,2229.985688,1.1671855,427.9661854,7.9279121,3266,0.242091
1,5.0256637,1.8885767,650.1415697,1.4655752,559.6083706,23.1770314,3782,0.518021
1,10.7387039,1.5317637,803.3539058,1.7168904,434.4749293,8.4213145,3782,0.518021
1,0.3181853,0.762,480,1.78228,1776,1654.43,4242.23,0.75
1,5.0872348,8.035,4037,17.9284,2832,10680.9,8972,3.02
1,8.9299483,3.2002668,26516.40162,12.6566078,625.1069435,36.0859625,4379,0.777586
1,8.8346147,3.0143987,646.0966072,2.5385619,884.5519427,144.6819536,5991,0.968041
1,11.0696104,3.1681143,591.1055416,2.5924247,820.4934142,107.1078742,5991,0.968041
1,15.3886607,4.3300643,407.1050545,2.5382638,779.1712437,87.1069216,6101,1.0623
1,15.0758735,3.502,645,2.41942,735,48.6781,5744.71,1.01
1,3.8361623,2.4128495,5357.577493,6.2369926,947.796565,190.7135382,4910,0.84738
1,2.6672418,2.858,11150,8.5917,1166,307.867,4432,0.77
1,11.1878978,2.457,8190,10.1018,683,36.1679,5721,1.07
1,18.6224802,4.088,9890,12.759,843,84.0311,5654.5,0.99
1,16.3764188,4.775,1230,4.23355,913,115.374,6397,1.24
1,10.6936683,2.411,10680,12.2512,688,37.24,5820,1.14
1,3.6749802,1.743,23820,11.714,864,92.6245,5134,0.72
1,3.439221,1.693,5050,6.2369,916,117.243,5053,0.87
1,8.115667,0.9600196,1807.440023,5.8543726,1098.779675,344.4795703,6200,1.35175
1,6.0142432,2.262,1210,2.96676,887,103.111,5575,0.85
1,1.0451165,0.794,1010,6.13091,1638,1195.11,5921.2,1.52
1,4.1876154,3.0070217,10906.18571,13.9002369,1361.199765,811.3504171,6675,1.23733
1,1.5090806,1.796,26050,14.3177,1218,365.719,4674,0.84
1,4.7034187,1.937,1390,2.58065,741,50.104,4481,0.69
1,5.2916448,2.645,17870,10.1289,745,51.2343,4397.1,0.75
1,3.0002713,3.519,8490,12.4821,1587,1054.22,5902.3,1.26
1,3.6831574,4.43,6190,12.4845,1733,1500.66,6304,1.66
1,2.9093856,2.075,45160,12.8688,729,46.992,3666,0.59
1,17.9450925,1.673,16550,13.3791,427,5.5686,5681,1.01
1,1.0049552,0.92,8600,5.19137,787,63.8249,3210,0.42
0,0.2476684,0.401,2460,5.81442,1599,1087.04,4886,0.75
0,1.734422,2.32,1230,4.24151,2326,4861.83,5890,0.94
1,15.5014296,1.663,90070,10.8287,254,0.691797,3382,0.36
1,17.1470323,3.895,2310,5.37173,727,46.4785,5689,1.13
1,6.6132132,5.646,10010,15.5423,1389,619.404,6110,1.58
1,4.8667353,0.728,6370,16.8337,679,35.4585,5383,1.03
1,4.2430633,3.582,7270,12.965,1289,459.164,5595,1.53
1,3.5779775,1.795,830,2.15124,755,54.0709,3991,0.61
1,13.291966,2.48,7360,8.65633,652,30.0086,5042,0.9
1,4.0589926,0.789,2440,5.84962,640,28.012,5556,0.99
1,4.7743169,2.968,10690,12.3583,1096,239.866,5549,1.18
1,6.8170909,4.392584,2977.574039,7.4200144,1059.15248,297.4095784,4955,1.25717
1,3.3252703,2.0538144,34741.7763,11.5039006,668.9710175,47.331494,3724,0.596801
1,17.4314043,4.06,8180,9.8169,714,43.2591,5923,1.08
1,3.0421828,2.628,20390,14.5498,1257,414.535,5582.5,1
0,6.7934811,1.824,5400,15.1938,904,111.068,6121,1.92
0,3.0929206,2.248,5640,11.6629,1290,460.711,5787.4,1.43
1,6.4879123,1.648,7260,16.7425,863,92.2897,6782,1.73
1,7.0308254,3.198,1560,3.61495,973,149.202,5516,0.9
1,7.9461192,2.339,8750,13.6973,739,49.6833,5416,1.38
1,3.313358,3.014,6230,14.6999,1489,817.242,6209,1.87
1,7.7688831,1.353,7970,11.4556,704,40.9939,5851,1.14
1,2.4337374,1.835,12540,8.67796,916,116.886,4294.3,0.74
1,13.6308024,4.3426564,1179.103334,3.5493962,710.3089208,60.1603117,6114,1.00528
1,8.5725884,4.495,4880,10.4135,1076,222.607,5807,1.5
1,4.0519584,0.666,5310,10.7206,619,24.4556,5147,1.12
1,5.629318,1.847,8030,14.4974,849,86.4308,5885,1.53
1,35.7861915,2.924,20160,13.2073,478,8.69035,5755,0.85
1,4.1249095,3.025,5480,10.7709,1285,453.643,6007.5,1.44
1,5.0274739,6.229,4070,13.8852,1509,861.273,5178,2.12
1,4.2333233,2.325,10850,12.5093,1070,217.929,5696,1.14
1,10.1766089,4.474,7980,11.0026,981,154.351,5452,1.19
1,12.1914558,3.3188127,2625.057074,4.6131319,659.6756823,44.7551381,5418,0.840971
1,8.5821795,3.835,6790,9.30439,974,149.861,5818,1.1
1,3.121702,3.323,12650,14.8115,1500,842.648,5944,1.29
1,5.1155806,3.042,6250,13.6976,1219,366.902,6349,1.71
1,11.9140328,5.076,3050,9.89059,1040,194.396,5359,1.77
1,0.4709937,0.336,1900,14.5973,2019,2761.87,6719,1.47
1,3.3560085,3.354,10850,15.1419,1771,1635.6,5906,1.27
1,3.5857076,2.7072065,11813.30293,15.8525901,1465.189392,1089.170986,6400,1.34556
1,1.4798437,2.702,3090,8.37272,1909,2205.43,5475,1.5
1,3.7081082,6.54,1490,13.6266,1833,1874.58,5337,3.56
1,8.8720052,3.592,4370,8.76898,916,117.013,5626,1.31
1,7.9144674,3.114,20760,14.5746,833,80.2209,5431,1
0,6.4274159,1.277,3940,12.9491,705,41.0821,6227,1.58
1,5.2376102,6.518,3830,16.2444,2170,3686.59,7666,2.59
1,4.1583367,3.043,9610,16.0152,1736,1509.9,8131.7,1.55
1,5.1409029,2.265,5830,8.29803,1057,207.445,6282.4,1.07
1,14.3953055,2.87,17315,11.615,612,23.3681,4850,0.77
1,3.7810832,3.069,8030,15.3456,1434,702.278,6364,1.59
1,4.0086493,2.468972,9213.750642,7.2935622,908.6497573,161.1042737,4779,0.77199
1,10.8910909,3.992,4350,10.6208,1016,177.179,6619,1.61
1,3.6590997,2.955,8630,14.6976,1488,814.239,6624,1.58
1,3.572359,2.731,1300,3.43709,1314,495.575,5730,0.92
1,2.0763072,1.223,16220,12.6426,1100,243.693,5805,0.95
1,4.2971136,2.775,26010,14.1426,1000,166.22,5203,0.85
1,7.151653,1.193,11740,22.4773,720,44.731,5635,1.14
1,6.0879495,1.639,26720,12.8134,526,12.8029,3971,0.66
1,6.9279673,1.868,6830,9.55039,806,70.231,5950,1.04
1,1.5732848,2.4285285,16875.79098,14.7247524,1603.813112,1563.637366,5400,1.09539
1,4.0681112,3.284,2150,9.75584,2283,4517.28,7070,1.78
1,1.4553693,1.236,9810,13.4308,1671,1295.38,6344.5,1.25
1,1.8911553,1.085,14530,21.7999,1342,538.48,5711,1.01
1,5.3054422,3.785,18200,17.4742,1324,510.647,6473,1.27
1,6.2356356,5.544,2470,9.02698,1397,633.344,5854,1.76
1,2.8564778,4.678,5320,21.5886,2665,8379.19,5777,1.65
1,9.3202467,4.963,2200,7.8768,1108,250.474,5916,1.67
0,4.6498719,4.995,8110,16.6839,2313,4756.94,9056,1.78
1,2.5167257,2.5896099,16406.54574,12.9083148,1240.050272,558.8280149,5403,0.982638
1,2.4849639,2.977,6830,14.0194,1710,1421.21,6252,1.6
1,4.1034672,2.918,6920,10.5038,1427,689.785,6753,1.27
1,6.2185453,3.122,7840,19.4459,1480,798.226,7968,2.14
1,4.8013522,4.644,4690,14.2355,1622,1151.39,6399.9,2.11
1,4.413935,2.604,10370,13.3105,1153,293.437,5972,1.28
1,7.5395871,2.44,2920,4.39334,759,55.2646,5223,0.78
1,5.2192426,2.45,1500,3.8343,1035,190.795,5688,0.99
1,4.1018859,3.576,10690,13.8992,1462,759.181,6327.7,1.31
1,1.3832999,2.774,9020,16.4864,2842,10840.4,5786,1.16
1,8.2617663,2.5663307,1418.330899,2.3414536,531.2398464,18.8227716,4105,0.6194
1,3.2141617,1.618,3370,11.8959,1291,462.146,7137,1.72
1,5.0467874,4.516,7190,9.9097,1564,995.585,6252,1.08
1,5.3970484,6.194,2800,11.7601,1639,1200.61,5996,2.24
1,3.6307276,3.198,10550,14.0586,1506,855.031,6350,1.25
1,22.7273078,2.485,6510,19.0824,677,34.998,6243,1.98
1,8.0823172,1.414,4360,15.2282,774,59.7456,5351.5,0.98
1,2.0804611,3.608,5260,11.5464,2165,3648.06,6434,1.6
1,5.7627112,3.501,9670,15.7774,1631,1176.49,6589,1.48
1,9.6578504,5.943,2300,9.98401,1117,258.473,5557,2.09
1,3.0629783,3.0551871,4201.181143,14.5105081,1912.912954,2303.34,7691,2.05
1,3.7863767,5.123,2190,9.94411,2044,2897.86,6892.9,2.16
1,4.3591525,3.559,1030,3.61577,1394,626.954,5866,1.2
1,5.8679992,5.605,4550,14.2889,1735,1505.89,7054,2.16
1,1.6025971,2.212,13050,10.4975,1528,905.776,5164,0.95
1,1.9326573,1.6191056,14051.98279,10.5088307,1196.346558,484.1155352,4909,0.861743
1,2.7319222,3.913,3880,13.2415,1927,2289.27,5473,2.08
1,7.2644599,3.233,7988,15.0763,1295,468.187,6617,1.64
1,2.9444273,2.4478494,20291.38387,12.7921539,1076.545105,317.4314288,5150,0.88727
1,1.9491813,3.119,11670,15.8333,2165,3650.34,6472,1.36
1,2.8894603,2.561,17030,13.0354,1304,480.071,5604,0.97
1,1.7454828,1.923273,6919.130331,14.1453349,2012.900388,3879.807125,6674,1.4871401
1,8.6000244,3.974,1620,4.55822,1020,180.356,5700.8,1.14
1,2.4732088,2.244,2740,15.4982,1826,1846.66,6643,1.87
1,10.4137997,3.774,6720,10.0431,919,118.725,6079,1.2
1,2.9588764,2.682,12900,14.8585,1668,1285.38,6041,1.13
1,3.8074213,4.4775157,8643.788897,15.4202705,1358.622715,805.2235864,5296,1.56375
1,10.7490194,2.256,9240,11.4707,639,27.7925,5424,1.14
0,2.921685,3.17791,17562.44572,19.091127,1576.118587,1458.399693,6332,1.37266
1,4.6942884,3.224,5310,16.4932,1546,948.685,6400,2.03
1,3.3583921,2.644,9170,8.84831,1200,344.843,5177,0.91
1,6.4311106,2.385,5930,11.4436,1050,202.251,6741,1.45
1,5.6984189,4.475,4031,10.8479,1706,1406.27,7528,1.74
1,3.5037708,2.716,6140,13.0482,1383,608.189,6107,1.42
1,4.3930669,2.33,11110,14.0261,1134,275.326,6328,1.32
1,7.5002702,2.487,8750,11.2467,812,72.4941,5644,1.14
1,2.7817379,2.1508237,12808.39408,12.6841023,1270.344839,615.4708822,5600,1.02095
1,4.2809767,3.145,7520,13.0113,1279,445.261,5964,1.49
1,3.4658629,3.301,9580,15.0462,1620,1145.52,6688,1.49
1,3.5658043,3.914,10030,13.7385,1610,1115.66,6214,1.4
1,3.5775958,2.779,8730,15.3215,1415,665.763,6355,1.61
1,2.9922495,1.594,10895,20.032,1070,218.392,5932,1.55
1,5.5261155,1.873,7330,9.00518,792,65.4488,4824,0.84
1,4.0234634,3.204,7560,12.891,1496,832.08,6678,1.45
1,6.8659582,3.455761,334.0145589,2.8144915,1224.615786,531.5209848,6212.63,1.5000401
1,4.3229915,0.875,1980,7.54314,741,50.2356,6121,1.37
1,1.7131374,2.608,3850,6.86542,1844,1919.49,5843,1.08
1,8.4516737,3.896,2930,8.2562,1004,168.924,5782.9,1.48
1,5.0648401,3.009,915,8.28506,1514,873.95,6675,2.62
1,8.9981735,4.547,6480,9.52189,983,155.205,5444,1.22
1,8.4476983,3.79,2000,4.97976,1033,189.537,5902,1.13
1,17.6868627,1.379,10310,8.80381,333,2.06218,4496,0.77
0,1.4700596,2.18,4760,16.1051,1990,2605.29,6308,2.12
1,4.4722598,4.0659641,3606.541729,9.0734924,1403.774321,917.7199576,6211,1.4818799
1,10.3311664,5.626,4577,11.9428,1111,253.126,5760,1.73
1,2.4162514,3.055,2970,14.6399,1930,2303.62,6688,2.1
1,0.9828259,1.3869249,1732.332475,21.8486399,2076.675787,4395.373634,4959,5.2980399
1,3.3138453,3.863,3550,8.15594,1753,1568.27,6153,1.36
1,5.545745,2.302,20790,15.8197,918,118.195,5706,1.05
1,8.9727235,3.808,10960,13.0195,948,134.631,5605,1.21
1,11.2473628,4.113,10340,15.7487,920,119.042,6141,1.53
0,3.190373,2.684,42550,12.0669,820,75.4043,3722,0.6
1,2.6006996,2.9370342,5706.92488,8.8613965,1545.092216,1346.910133,6673,1.1433901
1,1.5889429,1.183,22530,14.0293,1245,399.352,5150,0.8
0,10.8717,2.943958,14603.37238,9.098964,373.250606,4.5869403,3692,0.488
1,27.1358856,4.11505,6405.804069,10.9270095,738.2202692,70.1883225,6315,1.33332
1,5.469359,2.119,5940,12.6725,1137,278.238,7182,1.61
1,4.4712213,3.771,5140,15.8899,2415,5650.08,7586,1.71
1,3.7260939,3.1192423,18231.03525,13.5887921,1160.457619,428.5861553,5736,0.9975
1,5.124162,4.651,6630,13.6708,1367,581.326,5750,1.65
1,5.9730504,4.041,8220,13.7408,1262,421.342,6137,1.41
1,19.0286016,3.938,8910,8.13514,536,13.7261,4733,0.81
0,0.9855374,1.18,3290,10.8393,1732,1493.99,6198.4,1.76
1,4.3780807,5.3900978,7074.393139,15.1767346,1469.908413,1103.270751,5570,1.79224
1,2.6375869,4.029,3610,16.5853,1947,2389.95,6196,2.9
1,2.7805098,1.547,15800,8.80341,735,48.6261,3949,0.68
1,3.6520005,3.638,4590,12.1216,1802,1753.41,7194,1.69
1,3.118166,2.285,5150,8.60632,1133,273.914,5218.8,1.15
1,5.1953991,3.032,4920,13.6454,1198,343.068,6047,1.82
1,5.1035091,3.7190896,3718.472272,13.7067,1058.650135,296.8457469,8086,2.07
0,0.760019,0.638738,1865.588652,7.2902589,2529.024538,9667.922808,5690.2,1.65999
0,4.728681,4.533,9990,8.96336,1075,222.388,4425,0.9
0,2.3992876,2.545,1180,4.05839,1746,1543.44,6536,1.15
1,9.6284672,3.554,17990,11.9294,795,66.4905,5388.3,0.88
1,5.3374045,1.849,2780,16.5532,889,104.023,5064.7,3.01
1,8.3548746,3.253,4160,10.7025,1054,205.555,6643,1.63
1,4.5425274,2.92,8670,11.925,1489,818.029,7333,1.28
1,4.21909,4.9314032,3393.775248,12.0136223,1508.12619,1222.564355,5367,2.02385
0,1.0638184,3.191,3220,4.08617,2251,4267.44,4963,0.73
1,3.7235407,2.1053503,8088.786102,18.0478848,1732.967525,2131.487051,7492,1.54879
0,3.0617364,1.947,6620,8.08218,1369,583.235,6783,0.98
0,1.2667147,1.712,1870,8.31491,2105,3265.32,6084,1.87
1,7.6778159,3.492,6370,17.73,1422,680.523,5938,1.19
1,21.6091483,6.112,320,2.134,888,103.508,5967,1.15
1,7.2307407,4.646,7940,13.364,1570,1009.89,7747,1.43
1,7.2333744,1.118,10550,9.46193,544,14.6012,5508,0.89
1,3.9230475,2.559,4600,9.13123,1192,336.151,5620,1.28
1,7.5872202,1.826,4260,16.4426,823,76.4611,6419,2.21
0,14.4896397,1.898,40070,7.558,292,1.21746,3376,0.35
1,1.8881146,2.761,9030,13.7957,1995,2630.38,6309,1.42
0,1.7509117,1.4130673,70067.10137,16.6835695,666.1259003,46.5314175,3333,0.443812
1,7.1878971,3.321,11430,18.372,1147,287.355,5144.9,0.97
1,1.7447031,1.066,160,0.591815,896,107.262,3445,0.43
1,1.5229985,1.196,58060,8.99483,687,37.1159,3237,0.35
1,3.4321678,5.115,1950,9.36413,1948,2393.6,6176,2.22
1,12.4856615,2.538,67270,12.2535,375,3.28873,3473,0.45
1,5.2410982,1.188,5660,9.54095,752,53.3051,6119,1.12
1,4.1059615,3.688,5250,9.32533,1572,1015.01,6524,1.32
1,2.835273,4.249,3370,11.2429,2371,5246.76,6996,1.83
1,3.5164369,3.119,6640,22.1885,1081,227.514,4395,2.57
1,24.3321784,5.219,520,2.727569,666,32.6779,5450,1.0083
1,1.8119168,2.618,5510,8.20112,1936,2335.94,6146,0.96
1,1.7687528,1.471,4140,19.8865,2122,3371.36,6176,1.56
1,1.7125104,3.465,1810,9.77984,2941,12427.4,7938,2.52
1,2.2866856,2.881,3720,14.738,2382,5350.8,8277,2.41
1,9.7929019,3.362,6100,10.6608,935,127.221,6322,1.33
1,5.2220526,4.243,4850,12.0807,1524,896.671,6718,1.67
1,4.728422,1.398,10770,13.0542,773,59.5611,5655.8,1.18
1,5.3763108,2.339,4040,9.71605,1099,242.224,6543,1.53
1,1.1979996,0.9682003,1150.31773,1.2107339,704.6326883,58.2602237,3332,0.354529
1,3.4717583,3.494,11480,15.0586,1630,1172.33,6549,1.43
1,4.4158835,4.663,3250,11.2662,1405,647.404,5306,2.03
1,4.4360402,2.438,7040,11.7883,1254,410.649,6633,1.39
1,4.4967355,4.218,6290,10.7052,1614,1127.24,6534,1.53
0,3.251249,2.123,12040,19.6899,1436,706.995,6951,1.66
1,5.1873583,5.228,3850,12.2426,2002,2667.28,7868,1.96
1,9.4185437,4.259,2670,8.08768,1076,223.026,6243,1.58
1,3.6466612,3.9225178,8994.573664,13.2844134,1434.114341,999.6687505,6096,1.35672
1,3.0471275,3.2974347,8595.287261,15.718004,1763.00386,2283.147948,6823,1.60466
1,4.516649,3.654,6110,11.1801,1323,509.073,5850,1.4
1,3.5611222,2.736,5240,12.6024,1197,340.982,5260,1.76
1,8.9641788,1.636,3510,11.2056,764,56.781,6956,1.77
1,5.1609259,4.411,4600,10.5964,1680,1325.48,7102,1.6
1,4.3066915,2.149,7630,11.6239,1172,313.657,6618,1.23
1,2.7652293,1.262,2390,3.48557,667,33.0144,3830,0.64
1,2.3908076,3.28,6010,14.4175,2186,3793.38,7228,1.77
1,2.8106013,2.2499254,10912.67526,15.9952263,1578.694522,1467.957255,6304,1.34004
1,7.6650157,5.834,7190,14.8051,1327,516.192,6085,1.68
1,16.0462248,2.492,7300,10.789,539,14.0395,5295.9,1.23
0,4.1934945,1.873,2710,9.49438,953,137.464,5541,1.63
1,4.9142901,4.595,5270,12.5243,1962,2462.94,8065,1.7
1,2.4118274,1.722,9250,19.2999,1883,2090.41,8765,1.92
1,11.1378464,1.622,5350,13.1836,576,18.3455,5809,1.56
1,11.9768241,3.662,6760,8.81618,845,84.7541,6059,1.09
1,19.7112002,5.452,4150,9.99929,889,104.142,6636,1.59
1,11.6484665,5.8782939,6183.967846,16.0778778,1007.849958,243.8397642,6496,1.99518
1,3.3326812,3.125,17008,14.4797,1331,521.877,5645,1.11
1,5.506691,1.911388,16086.39908,14.6366494,964.5506052,204.5601687,5277,1.01161
1,4.4573401,3.75,7447,13.5074,1741,1527.79,7514,1.54
1,7.4105517,1.856,10640,18.0468,904,111.176,5546,0.89
1,6.5430693,2.585,3820,4.75554,753,53.4345,4689,0.76
1,10.5988743,1.638,12920,12.6054,574,18.1082,5809.9,1.04
1,4.1197036,4.547,2690,9.06392,1584,1047.58,5848.8,1.79
1,4.7738904,3.304,9170,13.3725,1377,597.141,6681,1.35
1,6.5329169,3.342,2860,7.59526,1074,221.525,5698,1.39
1,3.6470909,2.383,9420,16.5056,1221,369.697,6050,1.58
1,3.1220166,3.5718864,6304.917026,14.3229397,1728.263124,2108.436159,6280,1.72958
1,2.5245706,3.741,4820,13.3195,2094,3197.52,6687,1.66
1,12.9175271,4.46,4615,9.95556,805,69.9889,5501,1.34
1,3.9511085,3.436472,13125.9567,15.9780798,1370.574535,833.9339122,5933,1.37614
1,6.809144,6.35,1990,10.1542,1579,1033.51,6464,2.2
1,0.8166936,1.234,2890,10.8868,1886,2102.63,5951,1.97
1,2.7792649,3.764,3610,12.48,2254,4287.92,7544,2.08
1,2.5547255,2.953,5580,13.5829,1887,2108.75,4956,0.99
1,5.944441,2.3016013,2791.427214,4.4955906,697.8613892,56.0528481,4383,0.811865
1,6.7789159,4.138,2640,5.88108,1169,310.079,5804,1.16
1,3.9417247,5.762,2770,11.7599,1745,1541.06,4900.9,2.3
0,2.8013515,5.405,4590,12.9252,3607,28108.4,7518,1.67
1,17.4219809,4.0812901,11750.83648,16.1019557,805.0171124,99.2524992,6282,1.36695
1,4.7750178,3.64,9470,15.088,1533,917.418,7121,1.53
1,5.0414219,6.675,2340,11.6667,1741,1527.97,5838,2.5
1,2.913692,2.665,20130,13.5499,1371,586.602,5816,0.97
1,9.1717558,3.54,5240,7.49243,1186,328.919,7513.5,1.08
1,1.7018818,1.551,570,1.96356,1246,400.827,4985,0.8
1,25.8663869,4.0838781,2612.882741,6.7555369,643.2496503,40.4612445,5418.7,1.17513
