# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:34:46 2025
#
# User preference: *
#
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
#
loc_rowid,pl_orbper,pl_trandurh,pl_rade,pl_insol,pl_eqt,st_teff,st_rad
6417,35.7890963,8.6915413,9.2051754,95.0227177,796.2998086,6218.9000000,1.9028800
6418,1.6930171,2.7590000,16.2172000,2086.8800000,1882.0000000,6010.0000000,1.6400000
6419,1.0014437,1.2800000,4.7178500,28733.4000000,3627.0000000,6380.0000000,1.1800000
6420,3.8647617,4.0380000,13.7097000,1263.1200000,1660.0000000,6119.0000000,1.8300000
6421,4.2807848,2.0730000,2.8386000,60.9199000,778.0000000,4354.0000000,0.6900000
6422,37.8575614,7.4240000,7.3577400,32.4592000,664.0000000,5980.0000000,1.1700000
6423,3.1791661,2.8440000,12.9563000,1190.1000000,1636.0000000,6452.0000000,1.1600000
6424,10.3031578,3.4400000,11.0446000,132.9550000,946.0000000,6387.0000000,2.0100000
6425,5.4863844,4.3390000,14.2470000,719.7540000,1442.0000000,6498.0000000,1.6100000
6426,1.2864856,1.3280000,14.0003000,46.7060000,728.0000000,3172.0000000,0.4500000
6427,4.8934688,3.1570000,15.8400000,975.7590000,1557.0000000,6332.0000000,1.5600000
6428,18.1841890,3.6960000,9.9063900,20.0861000,589.0000000,5265.0000000,1.0900000
6429,4.3664669,2.0040000,9.5250500,20.3906000,592.0000000,3598.0000000,0.5900000
6430,2.5989031,1.6635706,2.4312854,48.4615319,672.9286739,3719.0000000,0.5123610
6431,4.6955986,2.1638721,2.6626375,22.0222982,552.5039779,3719.0000000,0.5123610
6432,7.1024749,2.7542652,1.9895244,12.6834573,481.3147406,3719.0000000,0.5123610
6433,7.7103227,4.4060000,8.5251300,410.2150000,1253.0000000,6617.0000000,1.2000000
6434,3.4714821,3.2450000,13.2477000,1049.5700000,1585.0000000,6604.0000000,1.4100000
6435,5.8778295,3.3920000,11.2784000,316.1660000,1174.0000000,5965.0000000,3.3400000
6436,6.5479496,2.3310000,2.2862900,98.9780000,878.0000000,4853.5000000,0.7300000
6437,23.1367550,7.1790000,9.0539800,245.0880000,1102.0000000,7723.0000000,2.0400000
6438,8.6243051,5.5840000,16.2074000,3083.6800000,2076.0000000,7944.0000000,1.4700000
6439,3.5171227,2.3270000,14.6605000,541.2670000,1343.0000000,6386.0000000,2.1600000
6440,2.2312930,1.7960000,15.3800000,621.7550000,1391.0000000,6356.0000000,1.1900000
6441,4.1400970,2.8960000,16.9028000,206.7670000,1056.0000000,5359.0000000,0.8200000
6442,8.0136668,4.0560000,11.8250000,191.4710000,1036.0000000,5831.0000000,1.4000000
6443,4.7359232,7.0819612,13.5752589,468.2559879,1186.4258060,5370.0000000,2.7871499
6444,16.9356875,3.2560000,3.5973100,26.8131000,633.0000000,4758.0000000,0.7100000
6445,1.9647786,1.5860000,15.9566000,39.1755000,696.0000000,3314.0000000,0.6400000
6446,3.3421583,1.2840000,16.3017000,132.2450000,944.0000000,6022.0000000,1.4600000
6447,4.8332515,4.3230000,14.6312000,907.1880000,1528.0000000,6431.0000000,2.1100000
6448,42.7305626,5.5910000,4.0381500,10.2931000,499.0000000,5247.0000000,0.8300000
6449,3.9525732,2.3780000,,,,4536.1000000,
6450,17.7505864,5.5780000,4.7296300,165.5080000,999.0000000,6967.0000000,1.3800000
6451,3.9963956,3.8780000,3.5247500,736.7570000,1451.0000000,5684.0000000,1.5200000
6452,20.8639900,5.6240000,3.8434000,75.5957000,821.0000000,6153.0000000,1.2000000
6453,5.9867942,0.9040000,10.5818000,194.2130000,1040.0000000,6336.4000000,1.3700000
6454,14.0661090,3.4744355,21.5662738,153.0394528,897.0581591,6157.0000000,1.4764100
6455,20.3292125,6.5840000,14.2065000,162.1790000,994.0000000,6500.6000000,1.3700000
6456,30.5055627,6.9670000,5.6599300,221.5950000,1074.0000000,6500.6000000,1.3700000
6457,8.9965133,2.8420000,4.2607900,160.4630000,991.0000000,6500.6000000,1.3700000
6458,,6.4260000,5.1883300,77.4170000,826.0000000,6500.6000000,1.3700000
6459,5.0569708,3.4010000,5.0926400,376.5940000,1227.0000000,5818.9000000,1.8000000
6460,3.8388774,2.3910000,1.9487300,370.4840000,1222.0000000,5745.0000000,1.0100000
6461,,2.6230000,2.4364000,60.1386000,775.0000000,4859.0000000,0.7500000
6462,9.5160627,1.8320000,17.8070000,23.0984000,610.0000000,4481.6000000,8.1800000
6463,6.8672313,2.8580000,2.3101700,123.5420000,928.0000000,5564.0000000,0.9100000
6464,12.9587054,3.5980000,2.4971100,61.6019000,780.0000000,5564.0000000,0.9100000
6465,0.8219599,2.1470000,,884.0270000,1519.0000000,3866.3000000,
6466,4.0610981,1.9640000,2.5762700,306.5700000,1165.0000000,6193.0000000,1.1600000
6467,5.6494351,5.2140000,3.7455100,730.0550000,1448.0000000,5764.0000000,2.9500000
6468,7.3120981,1.4280000,3.4526800,58.7812000,771.0000000,5159.0000000,0.8000000
6469,7.4760689,1.5699592,14.1742091,1663.7503613,1628.8901244,6680.0000000,2.3351099
6470,2.9852193,3.7760499,17.0487122,1524.9617185,1593.8024312,6116.0000000,1.4834700
6471,10.5789534,2.8444195,3.0009044,45.8125278,663.5380216,5164.0000000,0.7650450
6472,0.2939493,0.5422359,0.9372852,363.4366793,1113.5941440,3359.0000000,0.3318800
6473,,7.1157207,5.6562862,1.7268018,292.3683615,6487.0000000,1.0000000
6474,,18.1537085,9.5317460,2.9467820,334.1617606,6534.0000000,2.2886801
6475,735.7979170,5.9484218,2.7674128,0.6531366,229.2824174,5972.6300000,1.2454100
6476,,16.6572310,4.5545799,8.5317587,435.8924938,6477.0000000,1.5667400
6477,,6.6621453,8.6506071,72.9167674,745.2922434,5952.0000000,1.1922100
6478,718.6520030,14.6548943,3.4473720,0.8549995,245.2512392,6002.0000000,1.3949000
6479,731.9966539,2.8925430,10.6774533,9.8437073,451.7617145,4722.0000000,0.7567730
6480,1.6289322,0.8092760,1.2145664,20.9593189,545.7126746,3202.0000000,0.2264070
6481,,22.9026501,9.3912424,2.1568906,309.0841804,7271.0000000,1.7819099
6482,,2.4755873,3.1919762,16.5103821,514.1135268,4713.0000000,0.8152680
6483,,6.6644694,6.3590858,1.8314743,296.7016455,8450.0000000,1.6745400
6484,19.7468103,7.1658967,2.6201221,125.1520680,853.0593690,6439.2000000,1.4073499
6485,,5.1715272,11.6792669,15.6664583,507.4140128,3907.0000000,0.6639330
6486,,5.4653921,6.1245707,1.5465501,284.4204055,6608.0000000,1.3326000
6487,22.6957088,5.3266755,2.2731788,69.1573302,735.4942881,5988.0000000,1.2555000
6488,5.4496736,0.2030000,8.3209800,2.0899800,334.0000000,6760.0000000,1.5700000
6489,3.4268387,1.2880000,2.1257100,94.0962000,867.0000000,4794.0000000,0.7700000
6490,2.3170053,1.1222790,4.4811227,739.5821823,1330.0450754,5542.0000000,1.0432000
6491,4.3787302,3.8275040,21.6962410,644.3692254,1285.0009455,6159.0000000,1.2260600
6492,4.3816966,5.6016210,10.8739335,2221.0308758,1750.8881304,6875.0000000,1.9949100
6493,3.7783401,2.8296300,13.8305377,269.1657299,1033.0579657,5443.0000000,0.8639220
6494,4.2436240,3.8869543,5.7584838,283.2736399,1046.3362951,5372.0000000,1.0000000
6495,3.8568001,2.8587040,12.9539382,198.7022717,957.5698373,5009.0000000,0.8494640
6496,2.7086444,2.1554708,13.9665540,289.8161230,1052.3262047,4848.0000000,0.8511670
6497,10.7715898,4.2203793,4.1568836,156.3812767,901.9156818,6055.0000000,1.1335599
6498,4.1661265,3.7000327,14.5365629,533.3427629,1225.6637768,5883.0000000,1.1559900
6499,3.4414188,3.0026348,12.4943419,1100.0792751,1468.8442425,5965.0000000,1.4305100
6500,4.9594992,1.2463603,4.6274347,143.5315288,882.7883176,4900.0000000,0.8812580
6501,4.1287427,2.7601938,12.0296829,352.7366563,1105.3056703,5377.0000000,1.0675400
6502,3.9451359,2.4240000,2.5166600,286.8700000,1146.0000000,5581.9000000,0.9900000
6503,761.7092276,7.6296016,2.5578976,0.3789310,200.1058511,5599.1700000,1.0677500
6504,904.5347981,22.1692458,2.7306626,0.7593093,238.0808322,5599.1700000,1.0677500
6505,,15.1057104,2.9487289,3.1729151,340.3959342,6649.0000000,2.1245999
6506,,10.7778244,8.3655782,182.3533064,937.2342699,6047.0000000,1.3668100
6507,2.9932591,4.7371329,11.8414052,2649.7622197,1829.8752178,6106.0000000,1.9654000
6508,3.9759251,2.4026632,13.4485221,129.0515238,859.6279620,4693.0000000,0.7694150
6509,,8.6668849,7.6374690,85.9385351,776.5451940,6118.8100000,1.5622900
6510,3.6859958,5.1972226,23.3229570,2647.6896261,1829.5172894,6731.3000000,1.9971900
6511,,14.6473924,8.1052869,192.2293196,949.6742375,6613.0000000,1.4927000
6512,,12.9674227,12.8973379,1.2346997,268.8500260,6613.0000000,1.4927000
6513,,3.6676275,2.6737151,12.1813864,476.4791808,4677.0000000,0.7503120
6514,5.3220020,3.1930000,3.8420100,150.9100000,976.0000000,4716.0000000,0.7500000
6515,0.5793980,1.6421400,5.7596760,4535.9180848,2093.0810718,5688.0000000,0.9505340
6516,15.5177539,1.2572404,9.4825825,186.3932704,942.3827039,6314.9300000,1.4969400
6517,10.0181020,2.6562286,12.3167818,703.2874741,1313.4180191,6697.0000000,2.0266299
6518,2.1874712,6.1543560,3.3333783,200.4235990,959.6369543,4454.0000000,0.6985050
6519,49.6178223,14.0758927,2.4730956,72.7671190,744.9095545,5494.7000000,2.4620500
6520,2.8607384,1.8963897,,642.2712640,1283.9537275,5780.0000000,
6521,6.8275101,3.2903924,5.0896772,201.3753096,960.7741393,5780.0000000,1.0000000
6522,8.4457042,1.6861879,21.1100738,1720.4138176,1642.5854822,6392.0000000,2.8927801
6523,7.5757446,1.8699103,12.6097244,1238.9738520,1513.1615068,8044.0000000,1.8925400
6524,3.8347282,3.4951108,5.6648123,1226.7862371,1509.4265104,6088.3400000,1.5820200
6525,4.2290856,1.8943522,1.9151980,8.8954950,440.4658878,3264.0000000,0.3207820
6526,2.3477336,1.8624266,1.0903541,215.4979378,977.1934094,4799.0000000,0.6780330
6527,10.1970284,4.6940000,23.8452000,869.8500000,1512.0000000,7949.0000000,1.8200000
6528,2.0671230,1.9263234,1.5139896,381.7544649,1127.3682012,5113.3000000,0.7586330
6529,10.3469945,2.5934713,1.0318727,2.1066410,307.2680329,3278.0000000,0.2561670
6530,1.8987896,1.9262340,2.2042465,5729.7476128,2218.9811995,6016.2800000,2.1740100
6531,2.1538049,1.6541007,0.8814471,331.6009868,1088.3628347,4944.2400000,0.7576030
6532,4.7674421,1.3210310,1.0365063,1.3529409,275.0676104,2824.0000000,0.1259690
6533,2.8618782,2.2839791,3.9033641,220.0858555,982.3534679,4743.0000000,0.7935870
6534,4.7185690,1.1450785,1.0102426,4.6540316,374.6080294,3190.0000000,0.2266540
6535,0.4707476,0.5009607,1.8529070,105.0615662,816.5461157,3254.0000000,0.2199730
6536,2.9532145,3.9795532,10.2396383,1856.6240450,1674.1745752,5483.2000000,1.6805600
6537,2.1764875,3.4403723,14.1848390,2054.7956073,1717.1645208,5646.0000000,1.5623300
6538,3.6335834,1.8069693,5.1614854,33.4741636,613.4754434,3765.0000000,0.5440680
6539,4.1470359,2.3197694,8.6285404,90.5320647,786.7202987,4247.0000000,0.7755480
6540,4.6086414,3.5610971,17.9837961,373.2657632,1121.0482082,5693.0000000,1.0835500
6541,3.9613114,2.5843337,9.2319785,164.6967384,913.6734375,5221.0000000,0.7416960
6542,3.4852362,3.0318968,12.6093335,494.0825841,1202.4572246,5728.0000000,1.0255300
6543,42.8614655,7.6350000,4.1354900,24.4310000,619.0000000,5703.4000000,1.6100000
6544,2.1476974,1.6690000,,,,,
6545,14.2456603,3.4030000,3.6820900,180.4870000,1021.0000000,4760.0000000,0.7600000
6546,15.3471548,3.7030000,2.5344400,48.0518000,733.0000000,5791.0000000,0.9200000
6547,24.9636551,5.4440000,4.5316700,58.0060000,768.0000000,6388.0000000,2.6100000
6548,7.8374554,4.7540000,2.2696600,467.4300000,1295.0000000,6289.7000000,1.8600000
6549,3.8638303,2.9920000,1.8082200,795.6930000,1479.0000000,6289.7000000,1.8600000
6550,10.5426254,6.2145259,22.0104106,437.1833461,1166.2338750,6114.0000000,1.6581700
6551,4.3934744,3.0547623,10.5112080,270.8235342,1034.6449679,5349.0000000,0.9778860
6552,1.6318580,1.8201336,11.4001790,489.1342881,1199.4351627,4778.0000000,0.8051430
6553,1.3003394,1.3410000,12.0407000,99.5651000,880.0000000,3658.0000000,0.5800000
6554,3.2529571,4.8130000,15.5894000,3031.3900000,2067.0000000,6623.0000000,2.2100000
6555,4.6068687,3.2860000,12.7334000,379.6230000,1229.0000000,5917.0000000,1.0800000
6556,3.3357969,1.3900000,11.1895000,304.5140000,1163.0000000,6517.0000000,1.5000000
6557,2.9879341,2.5010000,11.6667000,346.6830000,1202.0000000,5315.0000000,0.9600000
6558,2.8475582,2.9790000,16.2689000,1724.5100000,1795.0000000,6372.0000000,1.3600000
6559,3.6234424,4.3830000,9.1301800,1323.2300000,1680.0000000,5815.0000000,1.9500000
6560,4.6588405,1.4290000,10.0709000,37.2212000,688.0000000,4768.0000000,0.8300000
6561,1.9771658,1.1104153,5.2706003,40.7227689,644.2865637,3467.0000000,0.4219440
6562,3.3505941,3.5420000,11.4279000,723.9550000,1445.0000000,5579.0000000,1.3500000
6563,5.0061978,3.5210000,12.4847000,1188.7100000,1635.0000000,6713.0000000,1.5500000
6564,8.1678648,4.7970000,10.7664000,297.9770000,1157.0000000,5859.0000000,1.7400000
6565,5.9097139,5.7320000,18.7334000,1061.4200000,1590.0000000,6508.0000000,2.1400000
6566,0.8674623,1.4570000,12.8076000,3424.0900000,2131.0000000,6470.0000000,1.7200000
6567,5.2452852,5.1170000,11.9863000,793.3040000,1478.0000000,5928.0000000,1.9300000
6568,1.2030600,1.0280000,12.8325000,196.5910000,1043.0000000,4204.0000000,0.9700000
6569,0.7025922,0.7330000,5.4983800,1003.4600000,1567.0000000,5875.0000000,1.2400000
6570,4.5932835,3.1850000,11.9834000,420.8550000,1261.0000000,5988.0000000,1.4100000
6571,8.6121286,4.1550000,12.0872000,620.2450000,1390.0000000,7929.0000000,1.8900000
6572,4.1780637,4.3176109,14.6952606,703.9710193,1313.7370400,5620.0000000,1.3473600
6573,2.5950111,2.5240000,10.8614000,131.8250000,943.0000000,3875.0000000,0.6400000
6574,2.9419791,3.3630000,15.3905000,2295.2600000,1928.0000000,7277.0000000,1.4200000
6575,11.3648628,4.0250000,9.3084600,140.9250000,959.0000000,6128.0000000,1.5100000
6576,1.0169814,2.3530000,12.1981000,3568.9100000,2153.0000000,5616.0000000,1.4300000
6577,1.9943104,3.3160000,17.6537000,5032.1900000,2346.0000000,7247.0000000,1.6900000
6578,5.7585993,2.7370000,11.2259000,90.7886000,859.0000000,5090.0000000,0.9900000
6579,4.9354155,4.6720000,16.6116000,985.6690000,1560.0000000,6500.0000000,1.6300000
6580,3.5193417,5.0250000,14.4544000,4716.7800000,2308.0000000,5620.0000000,1.5100000
6581,12.6136992,2.5330000,2.5808200,6.2521000,440.0000000,3719.0000000,0.5600000
6582,1.3186780,1.7580000,10.1378000,1295.3400000,1671.0000000,5764.0000000,0.9900000
6583,2.1503007,1.9774726,14.1253056,1201.7050633,1501.6517354,5430.0000000,1.2320600
6584,5.2820398,2.7620000,9.8467300,151.2870000,977.0000000,5415.0000000,1.0500000
6585,4.3430254,4.4250000,13.5998000,2176.5500000,1902.0000000,6594.0000000,1.4700000
6586,5.1778752,1.7180000,11.9282000,10.2294000,498.0000000,3599.0000000,0.6600000
6587,2.4519381,2.8340000,17.3192000,2027.9700000,1869.0000000,7085.0000000,1.6700000
6588,2.8562935,3.7850000,18.1559000,1721.8400000,1794.0000000,6383.0000000,1.3200000
6589,2.7967251,1.6260000,19.3726000,724.2580000,1445.0000000,7566.0000000,2.6100000
6590,2.2104947,2.9250000,13.6352000,944.7650000,1544.0000000,5421.0000000,1.5800000
6591,2.3519086,1.4300000,18.0511000,287.1890000,1146.0000000,6026.0000000,1.3700000
6592,4.8741147,2.0490000,14.8251000,161.0700000,992.0000000,6085.0000000,2.1100000
6593,5.6858804,4.1850000,13.1930000,303.2450000,1162.0000000,5492.0000000,1.4100000
6594,11.2365977,2.2920000,13.0203000,37.6345000,690.0000000,6446.0000000,1.2900000
6595,14.6768874,2.6170000,9.6525800,14.0749000,539.0000000,5230.0000000,0.7700000
6596,6.8552506,3.5250000,11.7073000,390.0890000,1238.0000000,6847.0000000,1.9600000
6597,3.9405490,3.7800000,7.7381200,566.8910000,1359.0000000,5493.0000000,1.5000000
6598,3.2720560,3.3000000,10.5823000,729.8200000,1448.0000000,5668.0000000,1.3900000
6599,4.5833112,2.2750000,9.6295700,211.7840000,1062.0000000,5853.0000000,1.3900000
6600,0.5940157,1.0350000,7.9118000,2266.9400000,1922.0000000,5663.0000000,1.1700000
6601,1.9519092,1.0560000,10.4769000,26.7043000,633.0000000,3498.0000000,0.5500000
6602,3.3615701,4.5020000,16.5271000,1734.6800000,1797.0000000,6258.0000000,1.9000000
6603,3.9718475,1.0900000,8.2962500,73.2270000,814.0000000,6064.0000000,1.1200000
6604,1.3504913,1.5860000,8.6503900,467.9380000,1295.0000000,4858.0000000,0.8200000
6605,11.3298459,4.4750093,3.4134506,100.7059307,807.9481883,5624.0000000,1.0570000
6606,13.4570562,4.0730000,10.2486000,68.9842000,802.0000000,5771.0000000,1.0600000
6607,2.7638775,1.5590000,11.9271000,392.8820000,1240.0000000,6155.0000000,1.3500000
6608,1.7278017,2.7710000,17.1580000,2610.8800000,1991.0000000,6460.0000000,1.3800000
6609,6.0368213,1.9840000,13.3128000,6.4706500,444.0000000,3445.0000000,0.4100000
6610,3.1539313,4.0230000,15.5528000,1995.1900000,1861.0000000,6610.0000000,1.7000000
6611,16.2501976,7.4870000,8.0474400,221.8830000,1075.0000000,6177.0000000,1.5800000
6612,2.7142282,3.4400000,17.7291000,1203.7700000,1640.0000000,6063.0000000,1.1500000
6613,2.9588636,3.4380000,16.2010000,1385.7300000,1699.0000000,6405.0000000,1.7400000
6614,24.0923580,3.9070000,12.4646000,13.3603000,532.0000000,5388.0000000,1.0600000
6615,4.2221583,2.9210000,7.9312300,307.8570000,1166.0000000,5589.8000000,1.0200000
6616,11.1755425,5.4820000,17.5706000,294.9100000,1154.0000000,6655.0000000,1.9100000
6617,6.1030299,3.6890000,16.3974000,296.9440000,1156.0000000,6057.0000000,1.4100000
6618,18.8224069,1.7600000,12.5063000,6.3359800,441.0000000,5661.0000000,1.1000000
6619,7.9605908,3.2360000,5.9434400,70.4881000,807.0000000,5081.5000000,0.8500000
6620,6.5516113,0.7860000,7.0105100,7.0934900,454.0000000,4841.8000000,0.7300000
6621,7.3099457,6.4390000,12.4526000,906.0640000,1528.0000000,6391.0000000,2.3800000
6622,2.1250402,2.8970000,12.6314000,979.4540000,1558.0000000,5355.0000000,1.5100000
6623,3.7871416,3.2570000,8.9172300,491.9430000,1312.0000000,5594.0000000,1.1900000
6624,0.9898852,1.3520000,11.4457000,1044.1700000,1583.0000000,5339.0000000,1.6600000
6625,22.3751134,11.9660000,12.8125000,335.4930000,1192.0000000,6477.7000000,1.4700000
6626,0.6647860,0.6600000,5.3678500,1137.7600000,1618.0000000,6333.0000000,1.3500000
6627,0.4335690,0.9778227,4.8760213,26682.4947351,3259.6904316,5967.0000000,1.7628000
6628,4.1518071,2.6530000,10.2109000,596.9990000,1377.0000000,6702.0000000,2.7100000
6629,1.2245052,1.0910000,19.6011000,302.7650000,1162.0000000,4337.4000000,0.7000000
6630,1.1079142,1.1060000,12.7389000,177.7280000,1017.0000000,3969.0000000,0.5900000
6631,3.3522572,1.9340000,10.9307000,277.8250000,1137.0000000,5951.0000000,1.3900000
6632,3.7724643,2.0990000,13.0104000,277.7640000,1137.0000000,6170.0000000,1.3800000
6633,1.0404250,0.9790000,11.6289000,729.8670000,1448.0000000,4750.0000000,0.8600000
6634,23.2490769,3.9140000,15.7473000,8.5595600,476.0000000,4849.0000000,0.6900000
6635,6.6210878,2.2970000,9.4833200,43.2116000,714.0000000,4790.0000000,0.7900000
6636,3.0449187,2.9880000,20.7610000,699.0980000,1432.0000000,6026.0000000,1.3600000
6637,2.6855972,1.7440000,11.0734000,49.8683000,740.0000000,3822.0000000,0.6200000
6638,15.7784931,3.3857406,18.2872401,342.2459459,1096.9941906,7447.0000000,1.6898000
6639,11.3498282,4.5640000,12.2742000,127.5430000,936.0000000,6009.0000000,1.1800000
6640,1.1602698,0.4890000,18.3360000,29.2942000,648.0000000,3692.0000000,0.7000000
6641,12.6357243,3.7170000,13.1329000,71.1152000,809.0000000,5951.0000000,1.4100000
6642,2.3557153,1.8660000,1.9837400,290.9530000,1150.0000000,4851.0000000,0.7200000
6643,0.7941828,0.9050000,8.8648900,3545.1200000,2149.0000000,6397.0000000,1.5500000
6644,17.9217736,4.3090000,16.7867000,20.1338000,590.0000000,5144.1000000,0.7600000
6645,10.9267866,6.5480000,13.7902000,252.9120000,1110.0000000,5792.8000000,1.4600000
6646,3.1998039,1.8160000,6.9761000,192.5780000,1037.0000000,5430.0000000,1.1500000
6647,10.1956949,1.5260000,7.4533300,22.0861000,603.0000000,5791.0000000,1.2100000
6648,8.5467163,3.8130000,6.7337200,144.7610000,966.0000000,5557.6000000,1.5800000
6649,6.8392388,4.1760000,3.7418600,234.4600000,1090.0000000,5085.0000000,1.0800000
6650,2.0142140,1.8540000,2.5509200,419.8040000,1261.0000000,5039.0000000,0.8200000
6651,3.5357130,2.1480000,4.5857600,191.7820000,1036.0000000,5222.0000000,0.8600000
6652,2.7492112,1.8660000,10.4860000,51.9039000,747.0000000,3794.0000000,0.6000000
6653,2.8411187,1.9930000,5.5483400,333.6220000,1190.0000000,5517.0000000,1.1900000
6654,5.4074690,2.8700000,12.0272000,143.0730000,963.0000000,5417.0000000,1.0300000
6655,16.4547455,4.5170000,4.1147400,60.3530000,776.0000000,5826.0000000,0.9800000
6656,6.4375108,2.5720000,2.1056700,99.2729000,879.0000000,5203.0000000,0.7400000
6657,4.4738444,6.4060000,11.2091000,854.8580000,1506.0000000,4943.1000000,2.5300000
6658,3.4894537,2.1340000,11.1177000,236.3530000,1092.0000000,5415.7000000,1.1900000
6659,23.8420000,5.5770000,17.1852000,65.8313000,793.0000000,5923.2000000,1.4500000
6660,3.4058895,2.6582989,17.2861065,970.9417325,1423.6985463,6302.0000000,1.2686700
6661,1.8778647,1.5178899,13.2226172,763.2845047,1340.5757561,5100.0000000,0.9276640
6662,57.1050077,5.2710000,5.9394600,13.1521000,530.0000000,5816.0000000,0.9700000
6663,5.1392756,2.4260000,2.1736500,41.3052000,706.0000000,4014.0000000,0.7100000
6664,8.2616616,2.8620000,3.3099700,66.2634000,794.0000000,5281.0000000,0.8600000
6665,6.3392677,3.0200000,3.9196800,120.0020000,922.0000000,5289.0000000,0.9300000
6666,0.2803246,0.8680000,1.6482900,3967.9200000,2211.0000000,4477.0000000,0.7200000
6667,9.1004120,2.1810000,2.5938700,28.6373000,644.0000000,5013.7000000,0.7700000
6668,0.9494413,1.3920000,1.3710900,2124.1500000,,5872.1000000,1.1900000
6669,1.5109447,0.6401499,1.2038917,98.1930529,802.8602204,5780.0000000,0.1148270
6670,2.9944742,3.0998781,8.6826968,1209.6687690,1504.1334400,5756.0000000,1.4408500
6671,19.8507621,2.2490000,8.7785620,48.5274864,673.1575152,9488.0000000,2.3594700
6672,8.9000334,1.8542477,15.1261771,144.3770040,884.0854760,5854.0000000,1.0044000
6673,13.9285074,3.9986123,9.5784743,36.5645594,627.1693637,5103.4100000,0.8361410
6674,5.3920955,4.2434029,18.2452387,534.3923671,1226.2663506,5752.1800000,1.4193300
6675,5.4977872,4.9400249,14.0381026,974.2594349,1424.9131835,6281.0000000,1.7274600
6676,3.8068712,2.2690911,8.6543461,52.8941941,687.8151709,3913.0000000,0.6479210
6677,4.7443604,1.1390000,7.5725700,26.7153000,633.0000000,5420.1000000,0.7500000
6678,3.3348840,2.5590000,10.5691000,394.8190000,1241.0000000,5771.0000000,0.9300000
6679,1.3939452,0.9220000,8.8729300,947.8740000,1545.0000000,6140.0000000,1.0900000
6680,7.5954765,2.5330000,13.1172000,11.0748000,508.0000000,3768.0000000,0.5700000
6681,1825.0483640,3.6200000,12.7111000,0.0187275,103.0000000,6290.0000000,2.0900000
6682,11.6332127,5.0810000,10.2640000,126.9510000,935.0000000,5287.7000000,1.7300000
6683,6.0803777,2.4860000,3.3658800,43.6784000,716.0000000,4275.7000000,0.8900000
6684,12.0101118,2.8200000,2.2875100,11.5571000,513.0000000,4073.0000000,0.6700000
6685,16.7382238,3.5290000,9.0920800,11.3359000,511.0000000,4551.0000000,0.7000000
6686,10.6369830,5.3780000,8.1691200,301.8500000,1161.0000000,6297.0000000,1.6500000
6687,2.7663479,1.2120000,6.3585600,416.9700000,1258.0000000,6413.0000000,1.1900000
6688,26.3333899,2.7830000,9.0733300,5.5197500,427.0000000,5309.0000000,0.9300000
6689,0.6541517,0.8230000,15.3922000,159.1230000,989.0000000,3657.0000000,0.6900000
6690,10.0512067,1.7630000,5.5786800,2.5987400,353.0000000,3428.0000000,0.3800000
6691,3.3024845,1.4650000,1.7387100,26.3567000,631.0000000,3634.0000000,0.4900000
6692,9.6804752,3.9220000,11.5702000,100.2700000,881.0000000,5622.0000000,1.1600000
6693,3.5137609,1.7579691,3.3397496,1686.8366029,1634.5115870,6279.8000000,1.5900700
6694,0.6183488,0.5870000,10.2266000,538.3440000,1341.0000000,5272.0000000,1.2000000
6695,3.7942532,3.7690000,11.3603000,713.3210000,1439.0000000,5753.6000000,1.6000000
6696,8.2241876,3.5010000,11.9576000,117.3390000,916.0000000,5669.2000000,1.3100000
6697,7.8407154,2.8910000,9.8657900,100.9230000,883.0000000,5703.0000000,1.3100000
6698,15.5106583,4.3560000,6.9365100,48.5457000,735.0000000,5472.0000000,1.0600000
6699,2.4465664,1.7530000,4.7438400,114.3360000,910.0000000,4185.5000000,0.8800000
6700,8.0179256,1.0180000,9.2942800,8.8438700,480.0000000,5356.0000000,0.9400000
6701,3.6810755,2.4900000,8.8562800,259.8080000,1118.0000000,5465.0000000,0.9500000
6702,3.4106422,4.1740000,11.8996000,804.6390000,1483.0000000,5222.0000000,1.8900000
6703,763.9701133,3.6590000,8.2045400,0.0022765,60.0000000,3671.0000000,0.5300000
6704,36.2995129,4.4333923,2.2115007,3.1697820,340.3118696,4253.9000000,0.6175190
6705,6.6968572,3.3980000,3.8995300,323.6880000,1181.0000000,6466.5000000,1.8000000
6706,12.4652143,3.6350000,2.5195600,67.0792000,797.0000000,5647.1000000,0.8800000
6707,11.0248821,2.9170000,2.4684300,48.3251000,734.0000000,3798.0000000,0.4600000
6708,18.8204255,2.4015591,3.5747237,32.1751474,607.4351032,5450.0000000,0.8689470
6709,2.6689570,2.7508738,16.1018337,1087.3617796,1464.5805607,5983.3000000,1.1968300
6710,3.5245689,3.1500240,17.3489851,795.9648554,1354.7002867,6203.0000000,1.1772400
6711,15.1771428,4.5560000,2.8024900,115.5790000,913.0000000,6200.0000000,1.3600000
6712,33.5920255,6.3850000,9.8842100,134.8830000,949.0000000,5468.0000000,0.9100000
